Stage,ForecastColumn,Replay_Origin_ID,Replay_Origin_DT,Replay_Origin_Year,Replay_Origin_Season,Replay_Origin_Month,N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,RMSE_MWH
xgb_component,XGB_Pred_MWH,origin_17,2026-04-26 00:00:00-07:00,2026,Spring,4,384,127.136992640625,120.51608814795811,6.62090449266688,7.260653149855297,5.407064103394386,89.32291666666666,15.475713189941395,23.2686026533203,9.815091189941413,9.02910729714524
xgb_component,XGB_Pred_MWH,origin_07,2025-07-20 00:00:00-07:00,2025,Summer,7,384,157.82088622916666,151.45041473706564,6.370471492101033,6.630319847147624,4.008638754523333,91.66666666666666,14.251972663574215,25.304079623046903,5.582089053710945,8.685279516286636
xgb_component,XGB_Pred_MWH,origin_12,2025-12-06 23:00:00-08:00,2025,Winter,12,384,139.45845884114584,134.07695116599402,5.381507675151824,5.824787613852183,3.9527017921459966,90.88541666666666,13.386315609765626,20.661959423828137,13.93708089941407,7.4521546675373385
xgb_component,XGB_Pred_MWH,origin_16,2026-03-29 00:00:00-07:00,2026,Spring,3,384,120.51718188281251,116.80148134628932,3.715700536523183,4.927631160907745,3.929731222974866,79.16666666666666,11.23291044384766,25.068996801757805,11.433255484374996,6.575511781019395
xgb_component,XGB_Pred_MWH,origin_08,2025-08-17 00:00:00-07:00,2025,Summer,8,384,187.771909734375,188.53700506687164,-0.7650953324966435,4.90087412171173,2.645606700075114,44.79166666666667,9.646198874511718,19.067470785156274,35.250728710937494,6.750696322864935
xgb_component,XGB_Pred_MWH,origin_11,2025-11-08 23:00:00-08:00,2025,Fall,11,384,122.29222068489582,118.23284220695496,4.059378477940878,4.6293324763488775,3.655210541684537,89.0625,8.691415369384766,23.84054944726563,7.846896972656253,5.840160821985501
xgb_component,XGB_Pred_MWH,origin_13,2026-01-03 23:00:00-08:00,2026,Winter,1,384,128.126853875,124.24522258838017,3.881631286619822,4.622687679548899,3.53347055683326,87.5,9.191977020312498,19.48023374462892,8.95729283789062,5.801416407284706
xgb_component,XGB_Pred_MWH,origin_04,2025-04-27 00:00:00-07:00,2025,Spring,4,384,121.913576171875,124.3573192358017,-2.443743063926697,4.295460340716043,3.3459146587547317,42.70833333333333,10.11962609716797,17.17036462402345,27.206217626953134,6.31599281861919
xgb_component,XGB_Pred_MWH,origin_05,2025-05-25 00:00:00-07:00,2025,Spring,5,384,153.69139593489584,155.07079648971558,-1.3794005548197426,4.188463479131062,2.648117191845699,46.09375,9.816419899999998,16.441503043945318,22.919045124999997,5.815554389928333
xgb_component,XGB_Pred_MWH,origin_10,2025-10-12 00:00:00-07:00,2025,Fall,10,384,118.67937204947917,115.02781295776367,3.6515590917154945,4.029935871378581,3.341701968197492,90.88541666666666,7.164443175683591,18.53314270898437,7.846379858398436,4.822509506537989
xgb_component,XGB_Pred_MWH,origin_20,2026-05-29 00:00:00-07:00,2026,Spring,5,384,163.7729361171875,164.80185703436533,-1.0289209171778364,4.016646553067525,2.4933734176060125,46.09375,8.787376489648429,14.23490716210938,19.964308015624994,5.456749532732405
xgb_component,XGB_Pred_MWH,origin_06,2025-06-22 00:00:00-07:00,2025,Summer,6,384,168.52844033593752,167.6184956630071,0.9099446729303997,3.9823062892278034,2.313744561010899,55.729166666666664,8.702258910058593,19.92241396484374,25.535458447265626,5.75808332426213
xgb_component,XGB_Pred_MWH,origin_19,2026-05-28 00:00:00-07:00,2026,Spring,5,384,158.50971714583332,158.7242270708084,-0.21450992497507762,3.950471812187194,2.531977665425317,57.03125,8.319150226464835,14.981596004882817,19.283404573242194,5.28216949091157
