N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,RMSE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,Actual_Peak_MWH,Forecast_At_Actual_Peak_MWH,Underforecast_At_Actual_Peak_MWH,ForecastColumn,Model,MAE_Improvement_vs_Raw_MWH,Skill_vs_Raw_PCT,Bias_Abs_Improvement_vs_Raw_MWH,MAE_Delta_vs_Final_MWH
9208,147.027785982298,145.90604182296437,1.1217441593336233,3.999316487334853,5.519007466295091,2.711284068044818,58.93788010425717,8.91806713005924,31.80747864789592,37.865352223995444,352.83,343.7307800904883,9.099219909511703,Final_Backtest_Forecast_MWH,final_corrected_production,3.261162881258067,44.916633127077944,5.440053662950357,0.0
9208,147.027785982298,145.90604182296437,1.1217441593336233,3.999316487334853,5.519007466295091,2.711284068044818,58.93788010425717,8.91806713005924,31.80747864789592,37.865352223995444,352.83,343.7307800904883,9.099219909511703,Heat_Analog_Shadow_Forecast_MWH,heat_analog_shadow,3.261162881258067,44.916633127077944,5.440053662950357,0.0
9208,147.027785982298,145.90604182296437,1.1217441593336233,3.999316487334853,5.519007466295091,2.711284068044818,58.93788010425717,8.91806713005924,31.80747864789592,37.865352223995444,352.83,343.7307800904883,9.099219909511703,Stage_Selected_Forecast_MWH,stage_selected_production,3.261162881258067,44.916633127077944,5.440053662950357,0.0
9208,147.027785982298,145.90604182296437,1.1217441593336233,3.999316487334853,5.519007466295091,2.711284068044818,58.93788010425717,8.91806713005924,31.80747864789592,37.865352223995444,352.83,343.7307800904883,9.099219909511703,Hot_Ramp_Peak_Shadow_Forecast_MWH,hot_ramp_peak_shadow,3.261162881258067,44.916633127077944,5.440053662950357,0.0
9208,147.027785982298,145.90761206361785,1.1201739186801247,3.9997010685753596,5.519457615073045,2.7114009140422604,58.93788010425717,8.921750244030573,31.80747864789592,37.865352223995444,352.83,343.7307800904883,9.099219909511703,Heat_Persistence_Peak_Shadow_Forecast_MWH,heat_persistence_peak_shadow,3.2607783000175603,44.91133621456043,5.441623903603855,0.0003845812405067761
9208,147.027785982298,145.85120569248497,1.1765802898130364,4.0395513463566965,5.588687945743984,2.7268056878229054,59.11164205039097,9.058755431378913,31.80747864789592,37.865352223995444,352.83,343.7307800904883,9.099219909511703,Daily_Peak_Shadow_Adjusted_Forecast_MWH,daily_peak_shadow,3.2209280222362233,44.362470557649125,5.385217532470944,0.04023485902184376
9208,147.027785982298,145.83950102081073,1.1882849614872573,4.0422481139207616,5.593197146216687,2.727832979790338,59.20938314509122,9.056513501317779,31.80747864789592,37.865352223995444,352.83,343.7307800904883,9.099219909511703,Auto_Residual_Adjusted_Forecast_MWH,auto_residual_shadow,3.2182312546721583,44.32532745142765,5.373512860796723,0.042931626585908766
9208,147.027785982298,145.86063328747875,1.167152694819272,4.043945111200972,5.594232055701837,2.729040723542484,59.0139009556907,9.074730097833013,31.80747864789592,37.865352223995444,352.83,344.14014460883106,8.68985539116892,Auto_Residual_Full_Shadow_Adjusted_Forecast_MWH,auto_residual_full_shadow,3.216534257391948,44.30195437653743,5.394645127464708,0.0446286238661191
9208,147.027785982298,145.70930893969515,1.3184770426028634,4.064272226192208,5.604102298801068,2.746208994256195,60.50173761946134,9.138103113130859,31.746403896218908,37.385611681753204,352.83,344.14014460883106,8.68985539116892,Auto_Residual_Broad_HotPeak_Shadow_Adjusted_Forecast_MWH,auto_residual_broad_hot_peak_shadow,3.196207142400712,44.02198505276018,5.243320779681117,0.06495573885735517
9208,147.027785982298,145.70505182104765,1.3227341612503576,4.070985524782121,5.613310515470101,2.7480568957027414,60.512597741094694,9.138103113130859,31.746403896218908,37.385611681753204,352.83,342.7307800904883,10.099219909511703,Auto_Residual_Structural_HotPeak_Adjusted_Forecast_MWH,auto_residual_structural_hot_peak_shadow,3.1894938438107987,43.92952148046558,5.239063661033622,0.07166903744726838
