CreatedAtUTC,Stem,SnapshotPath,ContentHash,Rows,FirstDT,LastDT,Source
2026-08-05T15:28:53.049724+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260805_152853_c02a6d2e53.csv,c02a6d2e53bb6e2aa9cd8ffe5cd589addb360d131a167537ce0ebfd607ba2253,23,,,rolling_origin_replay
2026-08-05T15:28:53.095366+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260805_152853_cbc945ea74.csv,cbc945ea747314f61f00b6885234fdffcb628d4d8b8a8221eede9024666934f1,552,,,rolling_origin_replay
2026-08-05T15:28:53.110426+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260805_152853_d63741d462.csv,d63741d4626cb8b86f189c9c137b4c45ac60eeb066e984d46478849a62eb1e89,9,,,rolling_origin_replay
2026-08-05T15:28:53.237621+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260805_152853_aca7e7244c.csv,aca7e7244c76a37ae6f412f14b408ff2917140c388ebfa278a34af5c4b1b551b,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-05T18:46:48.257468+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260805_184644_c4b3bcb36a.csv,c4b3bcb36a50119e3a229fab48bca5ce07679b48b814c1d17ef7f6cc44600315,9192,2024-10-13T07:00:00+00:00,2026-08-05T14:00:00+00:00,rolling_origin_replay
2026-08-05T18:46:48.287569+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260805_184648_8b948e21cd.csv,8b948e21cd2f40647f1b5a826842826a508e5ec1610e7241b1ecab57afb50a3e,23,,,rolling_origin_replay
2026-08-05T18:46:48.330904+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260805_184648_d59e680a3a.csv,d59e680a3acd82364b779c3dc51070bc54837c4c697fe05d2ad54833cf62ccfb,552,,,rolling_origin_replay
2026-08-05T18:46:48.344505+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260805_184648_0cc80a5594.csv,0cc80a5594f15a38cd09d76452f2b840146727719b29447454a07230b4da85e6,9,,,rolling_origin_replay
2026-08-05T18:46:48.472642+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260805_184648_88bd1bea83.csv,88bd1bea83fb3c6960ccc45b098b9b2bf8a84f2a93574333517fe1f26ee27c8f,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-06T00:04:45.087323+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260806_000441_976537026f.csv,976537026fe29e3ae3063c1afe8de57285e722c9a7c7d1f3072268cdd30351b4,9198,2024-10-13T07:00:00+00:00,2026-08-05T20:00:00+00:00,rolling_origin_replay
2026-08-06T00:04:45.113336+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260806_000445_be924b9946.csv,be924b99467a8d3372e6ad07ba920635074da9ed2b33a621c2bd54451bbd5441,23,,,rolling_origin_replay
2026-08-06T00:04:45.158345+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260806_000445_fd84b21696.csv,fd84b216961a044ccb6b4495a27e6a9261921101c07d4541b8a19100cadb238f,552,,,rolling_origin_replay
2026-08-06T00:04:45.172331+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260806_000445_641775223e.csv,641775223e7600ea73623268061a5e946fac54eceb1fbb282c461f40dd02eae4,9,,,rolling_origin_replay
2026-08-06T00:04:45.304347+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260806_000445_5f681b1ba4.csv,5f681b1ba4d82863169380f500e73f47edfae64c74c20f3c6a28a054b6a06ae5,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-06T07:54:20.456321+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260806_075416_f4f343fdc2.csv,f4f343fdc2be1b79aa75f47bc23dd5341835255ef8491429cbe66a3008f9b76a,9206,2024-10-13T07:00:00+00:00,2026-08-06T04:00:00+00:00,rolling_origin_replay
2026-08-06T07:54:20.480037+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260806_075420_8b98fa6963.csv,8b98fa69631420ef4b6cf2443c7838edb53ce872241a084d9db020fe0df2ef43,23,,,rolling_origin_replay
2026-08-06T07:54:20.523376+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260806_075420_19b91f4abb.csv,19b91f4abb138c5986288fd84cb32b4ae63539569b3ac22d6411f1e7f7b8171a,552,,,rolling_origin_replay
2026-08-06T07:54:20.543729+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260806_075420_d3af13b01d.csv,d3af13b01d3ad536c6c0211f4d399781e8253d19885fffe52e6af0274783b886,101,,,rolling_origin_replay
2026-08-06T07:54:20.558915+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260806_075420_cee18cac68.csv,cee18cac68cc2770ae55cd777c30fa2630a6315ed9f01d2adb72e7e6b07d1313,9,,,rolling_origin_replay
2026-08-06T07:54:20.694030+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260806_075420_91e05d3c69.csv,91e05d3c69058be08fd50b00a00f6fa58df0f0b14878b6dd818040a835a95685,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-06T16:27:47.455388+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260806_162743_3953ba8275.csv,3953ba827539fc511db3ecbc4f99be49ab5f9c4410ff10e261c7425f0e48b186,9208,2024-10-13T07:00:00+00:00,2026-08-06T06:00:00+00:00,rolling_origin_replay
2026-08-06T16:27:47.480689+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260806_162747_38f4e4e167.csv,38f4e4e167da0dceca47dc43a2816f6836dec9a566845ab661c12abe3540571f,23,,,rolling_origin_replay
2026-08-06T16:27:47.524875+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260806_162747_7b693b5770.csv,7b693b577017b135eef75f10ba3ef0f50041891163bbd48b0e38de032798af84,552,,,rolling_origin_replay
2026-08-06T16:27:47.553389+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260806_162747_31c1984910.csv,31c1984910a3d2a395d3e616182ae7c6d6e46325a31f2bc796066ad62e9ce1ec,104,,,rolling_origin_replay
2026-08-06T16:27:47.568394+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260806_162747_d8c081e10f.csv,d8c081e10fefa507f31985498e4229904358290628346e908fda745a85ba7bcb,9,,,rolling_origin_replay
2026-08-06T16:27:47.716534+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260806_162747_5c93a22dd4.csv,5c93a22dd4f0aeb77ceb78413477904227e7966683e9c51539e15370c56ab890,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-06T22:54:28.393157+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260806_225424_48a6eb385a.csv,48a6eb385a066508a539f20aeacc9833e0c8d996cbba4ee45648b416bb3aa737,9208,2024-10-13T07:00:00+00:00,2026-08-06T06:00:00+00:00,rolling_origin_replay
2026-08-06T22:54:28.411254+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260806_225428_f513c76e61.csv,f513c76e6104a418ec900c85e4de44b33fc7e46bda057de1fcf4ee0c223e8484,23,,,rolling_origin_replay
2026-08-06T22:54:28.456451+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260806_225428_7ac3bab937.csv,7ac3bab937dec997c9a118227b1fb182fca59dce75b99698a58d7cd02c511b70,552,,,rolling_origin_replay
2026-08-06T22:54:28.477982+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260806_225428_3a9e99085f.csv,3a9e99085f7d102bbba0526a3d3007e95e318f7816d60d6666b15595ad6962bd,102,,,rolling_origin_replay
2026-08-06T22:54:28.493984+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260806_225428_eca611d018.csv,eca611d018357c91dfb0812f91cb387552981b453e5d368aa002bd35a36d32ba,9,,,rolling_origin_replay
2026-08-06T22:54:28.640111+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260806_225428_8912bff761.csv,8912bff761c963c1a64ef5f2f50279c8d5267db6da2ff80f008ee581f73f5ee0,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-07T03:04:46.325479+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260807_030442_4784b3cba6.csv,4784b3cba6992c1c0c49163d7e10b98ae7d819a3bae8f609fa40205af8795c4d,9208,2024-10-13T07:00:00+00:00,2026-08-06T06:00:00+00:00,rolling_origin_replay
2026-08-07T03:04:46.350606+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260807_030446_94a0e73b47.csv,94a0e73b47327891b2b886021edd40098f6625fde54023b25344265591e288a6,23,,,rolling_origin_replay
2026-08-07T03:04:46.395678+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260807_030446_dfd4a935d9.csv,dfd4a935d969871609c6a785653b3b9f6417e28701ed9b9eb8fbb61ae03317fb,552,,,rolling_origin_replay
2026-08-07T03:04:46.415948+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260807_030446_889e7ffb39.csv,889e7ffb39c40d83e08ff2cd4f9b20339556ddc8a03ebc6a075d3ddad654f896,102,,,rolling_origin_replay
2026-08-07T03:04:46.432792+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260807_030446_f157c68477.csv,f157c68477a876d96ddcc8f4afc7d9b66cf18f920d7694de5622c766752ee7f7,9,,,rolling_origin_replay
2026-08-07T03:04:46.579014+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260807_030446_66df117034.csv,66df117034b2bf05dc411e8e12f614acdedc3c32b95dcb7e618dcaee2ae7aa92,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-07T06:54:36.875940+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260807_065432_75b38d05bd.csv,75b38d05bd21b6a5ca8642d3fb16edc954d34e3bcdb71430ace3665fe732c23c,9208,2024-10-13T07:00:00+00:00,2026-08-06T06:00:00+00:00,rolling_origin_replay
2026-08-07T06:54:36.895943+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260807_065436_121df47a28.csv,121df47a28c2f9ca52fb2ffffefc4efc283c026c3998a2e0158e1b2fa1ae13f0,23,,,rolling_origin_replay
2026-08-07T06:54:36.971952+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260807_065436_7ded288a89.csv,7ded288a89a03286084c6fe203a856138077b9e6d32bb7fbb65b6324f963a496,552,,,rolling_origin_replay
2026-08-07T06:54:36.996461+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260807_065436_f9782260dc.csv,f9782260dc5f3d64910a070a110caf3931c926b735a4d0dcd4f1aa47b37cdd73,106,,,rolling_origin_replay
2026-08-07T06:54:37.013461+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260807_065437_21f408ac5c.csv,21f408ac5c39da69cec5c37f7385e61a7a65682b4681c40de3080ff83fa810bb,9,,,rolling_origin_replay
2026-08-07T06:54:37.158978+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260807_065437_9175d4df5c.csv,9175d4df5cc8bc7b04ae9b0a2f4717aefee6f3c5db97d19e8bd835554c637125,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-07T16:46:01.695140+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260807_164557_1df2b5e31f.csv,1df2b5e31fbfac13e26fd2ec2a3dcaa9d291aa7694f71537c7efbb1e5cc1264d,9208,2024-10-13T07:00:00+00:00,2026-08-06T06:00:00+00:00,rolling_origin_replay
2026-08-07T16:46:01.711140+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260807_164601_f560f02e2c.csv,f560f02e2c85fe04f7b0ea325b9b5d47caefddb4c61223ef170257b1324c8aa1,23,,,rolling_origin_replay
2026-08-07T16:46:01.755140+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260807_164601_32d610e6e0.csv,32d610e6e0eb4afbb6f5db490ed754c925742a4e8b1e08580bf6bfd3c3a74d33,552,,,rolling_origin_replay
2026-08-07T16:46:01.775498+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260807_164601_863c8ecb19.csv,863c8ecb193d804241c602970d8a373ad761f1260113771263d8dab2069af448,102,,,rolling_origin_replay
2026-08-07T16:46:01.791010+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260807_164601_e0200e3dc3.csv,e0200e3dc3a87e0f89600c6586c3138139dc279a2d06af3b0ba8fedc6d36aa34,9,,,rolling_origin_replay
2026-08-07T16:46:01.934960+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260807_164601_4598f921a6.csv,4598f921a6f55a9e3e239aba2cb17b707928b15922a4837793c436d62ca9fd6b,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-07T20:06:08.480316+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260807_200604_93891cd340.csv,93891cd340b6559072e4ba317b7e9577972019bf1547a16f4f7f054dd0a553a6,9208,2024-10-13T07:00:00+00:00,2026-08-06T06:00:00+00:00,rolling_origin_replay
2026-08-07T20:06:08.507624+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260807_200608_a725ce82ce.csv,a725ce82cee821f76b284b7975cbc9732cc5c3634f9113fc84860f0311092865,23,,,rolling_origin_replay
2026-08-07T20:06:08.552691+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260807_200608_0828de5950.csv,0828de5950cc865fa546ab99c6f6a72457d333dd030f2048ebf1c147de11d4fa,552,,,rolling_origin_replay
2026-08-07T20:06:08.572697+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260807_200608_b181500709.csv,b18150070977ad7217b8d11d0edd2efbf570ab6daf301a6e9b5ee4f18771dca0,103,,,rolling_origin_replay
2026-08-07T20:06:08.588478+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260807_200608_b6fe6ec4c6.csv,b6fe6ec4c66520e18fcc8abff61925c366133c1830dd114fa60076a4623bdb18,9,,,rolling_origin_replay
2026-08-07T20:06:08.732118+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260807_200608_671acfb100.csv,671acfb100222ccd2c27f958b0e7037d6c42a0bb3452d747d4f75419e1175f63,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-07T23:38:42.331542+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260807_233838_190c38ee41.csv,190c38ee4135efe28ea4b4b87bc97c1065f6f92ea390e76bff4a4941e5552e88,9208,2024-10-13T07:00:00+00:00,2026-08-06T06:00:00+00:00,rolling_origin_replay
2026-08-07T23:38:42.355709+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260807_233842_5a193b26a3.csv,5a193b26a3d0e6dc1988991b71e728bee98b032f3d806500ed3425d90047ce7d,23,,,rolling_origin_replay
2026-08-07T23:38:42.387745+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260807_233842_cc31f52a32.csv,cc31f52a32e3f046c6a22691603eed5ebc9966a9629830661c374bcba80c10d3,552,,,rolling_origin_replay
2026-08-07T23:38:42.423185+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260807_233842_8d2c52e35d.csv,8d2c52e35dead0d9a5ba646db8f8848f57bbbe8ca97dc3a159f0ffd2cc1b28ae,104,,,rolling_origin_replay
2026-08-07T23:38:42.437736+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260807_233842_b46a2c7d63.csv,b46a2c7d63c90ebd489f6bc42e09e98aa65f4b21ef199a167914a0a9d4e374e6,9,,,rolling_origin_replay
2026-08-07T23:38:42.583824+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260807_233842_2c5db444dc.csv,2c5db444dc195da9362c0bd938ab29062a0abc9fc8b0163bc6faa6096fa25c5e,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-08T03:56:58.664840+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260808_035654_9e5860e200.csv,9e5860e2007c2a11b99529c7253063dbe525cc2790eb7c6b0223995ed0936e7b,9208,2024-10-13T07:00:00+00:00,2026-08-06T06:00:00+00:00,rolling_origin_replay
2026-08-08T03:56:58.692115+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260808_035658_df1a9b5324.csv,df1a9b53240dc12fe9b8a3cfa41c9072874785dfe7c3f29070f1b88ab5390c62,23,,,rolling_origin_replay
2026-08-08T03:56:58.736279+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260808_035658_6be455c0e2.csv,6be455c0e221c172e8908d0a81aa9c4e2d66ed93dbe38a8293121864358d951d,552,,,rolling_origin_replay
2026-08-08T03:56:58.757959+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260808_035658_548558385f.csv,548558385f2ac257cb352bdd96900098c52009426a300f0c53b865a17f320e6e,102,,,rolling_origin_replay
2026-08-08T03:56:58.773126+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260808_035658_11f759dac1.csv,11f759dac182a5aca4fa21a4553002975c6a3ef933579271812ade8b2119178f,9,,,rolling_origin_replay
2026-08-08T03:56:58.922682+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260808_035658_df36b5f753.csv,df36b5f7530442d75f796e30a15b2674fe0c03bfc6982a7c787f7ce649775284,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-08T19:03:17.182771+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260808_190313_923bc5c2bd.csv,923bc5c2bdc3ff1e53ae0d0ef3d0874e7f1af7c6881f0e0c7ee6718ede62f8c9,9208,2024-10-13T07:00:00+00:00,2026-08-06T06:00:00+00:00,rolling_origin_replay
2026-08-08T19:03:17.209150+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260808_190317_4e5be12170.csv,4e5be12170a9b378317427baa1559f73cdaa6fc4dca705dd72964af0e0eed05f,23,,,rolling_origin_replay
2026-08-08T19:03:17.252793+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260808_190317_93f123dcda.csv,93f123dcda007fe5ba76069d445d037d33b20121045e5b0506a67105d02c792e,552,,,rolling_origin_replay
2026-08-08T19:03:17.273285+00:00,rolling_origin_replay_peak_window_bias_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_peak_window_bias_scorecard_20260808_190317_6a5923e32b.csv,6a5923e32b1fc06290590a99b28a30524162808a63defbe08bf3a6b58a9b97eb,105,,,rolling_origin_replay
