CreatedAtUTC,Stem,SnapshotPath,ContentHash,Rows,FirstDT,LastDT,Source
2026-08-01T23:24:57.065615+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260801_232452_f81b75ae1b.csv,f81b75ae1bb1cfdf4a73376ef34edffacdc925b60468eefbdf6c16bd3cfde7db,8440,2024-10-13T07:00:00+00:00,2026-07-23T06:00:00+00:00,rolling_origin_replay
2026-08-01T23:24:57.091617+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260801_232457_12acc46e10.csv,12acc46e108d6e8db9c586f013354f9555fb6b657db0938fe8dfd58733a3df90,19,,,rolling_origin_replay
2026-08-01T23:24:57.164143+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260801_232457_9a7be563b8.csv,9a7be563b886853a200228f7b2df277719da73f2f9d0820c39a6d5f26648e7d2,418,,,rolling_origin_replay
2026-08-01T23:24:57.185141+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260801_232457_f90a770edf.csv,f90a770edfa6e8edfb6d2b7a6a2287fc02cb1e0d85fba8aec46e22703461cae9,9,,,rolling_origin_replay
2026-08-01T23:24:57.395187+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260801_232457_d81cf30dcf.csv,d81cf30dcf0d65ffdb51f4001b28e7ca8343cf69876937d47a1160c77fbb1797,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-02T01:35:46.283450+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260802_013540_6747f94113.csv,6747f94113be7db7b006c0fcec8f3948a9d9a5c60eca4e5c49e76f6fdcb7383d,8440,2024-10-13T07:00:00+00:00,2026-07-23T06:00:00+00:00,rolling_origin_replay
2026-08-02T01:35:46.298028+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260802_013546_17ff448dc1.csv,17ff448dc1ec12c510f390e59d902934b0b94b2d9e496e24aed9e64368eebe21,19,,,rolling_origin_replay
2026-08-02T01:35:46.341994+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260802_013546_5227066ce3.csv,5227066ce331ca52b6272b0fb1bf7c5dd7605984cad6c02dfc7591e86243e74d,418,,,rolling_origin_replay
2026-08-02T01:35:46.357995+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260802_013546_182f78099e.csv,182f78099e16eacecc34f2edc1bdf0631c6daa1fd915274a5149108ef98432a4,9,,,rolling_origin_replay
2026-08-02T01:35:46.463516+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260802_013546_e9fce505fb.csv,e9fce505fba07692ecd24961cf4740ef1307d5fdfd5c9026689c9d7e77bf4c0c,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-02T05:21:19.317620+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260802_052109_579aca407b.csv,579aca407b1a8b3a2faa9d2d590ee17de7aa1ce825205ec08a1457dffe6a93b5,8440,2024-10-13T07:00:00+00:00,2026-07-23T06:00:00+00:00,rolling_origin_replay
2026-08-02T05:21:19.609189+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260802_052119_e9a8f0f963.csv,e9a8f0f9630eadc4bd1de9c5444d1b6eaaeed7c1eb839fe7b04fc139f22311b0,19,,,rolling_origin_replay
2026-08-02T05:21:19.698713+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260802_052119_fc3cabe1c9.csv,fc3cabe1c9c0e2f93e95f8f949b2f2272b269b2f3d81c1b2ee88fc770f308084,418,,,rolling_origin_replay
2026-08-02T05:21:20.145331+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260802_052119_90a559233d.csv,90a559233d3ee887aeae1ceca3d8789a31285b90ccaaa71099cdb21aa9a8fb37,9,,,rolling_origin_replay
2026-08-02T05:21:21.836703+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260802_052120_01dc0e2a8a.csv,01dc0e2a8a9cfd15b899ff8b735589970bd3280e87ab3240b274d8307d4dc431,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-02T16:15:03.065946+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260802_161457_2eacbeeaea.csv,2eacbeeaea4e8285720608f16905ede5b0a7ac5647e327f771d87159a9bb9123,8440,2024-10-13T07:00:00+00:00,2026-07-23T06:00:00+00:00,rolling_origin_replay
2026-08-02T16:15:03.133468+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260802_161503_640f32f676.csv,640f32f676b3d030fdc6e72dc75859967f3d5f0a261dc89ee171ffaf94295776,19,,,rolling_origin_replay
2026-08-02T16:15:03.259988+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260802_161503_779d107bf5.csv,779d107bf52b44073565f3ee866a726e3e74a37f1e14a5757789c61528cda674,418,,,rolling_origin_replay
2026-08-02T16:15:03.309514+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260802_161503_b9824b3620.csv,b9824b36206dee0c10923b4be2655fb7d5609a47be325a787a33a9227ce0c529,9,,,rolling_origin_replay
2026-08-02T16:15:03.645079+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260802_161503_2222766a0b.csv,2222766a0bb2fcf5cdcd65ff07c7bf2f76df2807fd51e9a9404844c2cf5d1394,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-02T22:53:55.913902+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260802_225343_54698f660b.csv,54698f660bc1291cdd817f49cb41c9c6866d07ba83965fa84c1935f3303be66d,8440,2024-10-13T07:00:00+00:00,2026-07-23T06:00:00+00:00,rolling_origin_replay
2026-08-02T22:53:55.948080+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260802_225355_a645cfb131.csv,a645cfb1314b7781e18131a1898cd29a914fd71a02d974c3b281a9b141f67b39,20,,,rolling_origin_replay
2026-08-02T22:53:56.142496+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260802_225356_6a054b2e4e.csv,6a054b2e4e052d655e84e347c1ce471bd5256c2691e592422f0dfa8b888e2c55,440,,,rolling_origin_replay
2026-08-02T22:53:56.173680+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260802_225356_e0f1a6b2c3.csv,e0f1a6b2c315f5132940c0b27fc94ac6777453a2f543dc8f1d303d77e9b94269,9,,,rolling_origin_replay
2026-08-02T22:53:56.472557+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260802_225356_a6251fbad9.csv,a6251fbad98db6386e7e0b8694f5aa109259e70fbaa271db3185c8b0d7ff25c1,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-03T05:15:51.600616+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260803_051548_de6d9cde58.csv,de6d9cde5833115067c04ed2b7d03573af4963fb114b8552bbf98e38793cb038,8440,2024-10-13T07:00:00+00:00,2026-07-23T06:00:00+00:00,rolling_origin_replay
2026-08-03T05:15:51.627642+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260803_051551_d1f8c61bca.csv,d1f8c61bca046f3296dd1394e8faf7053ecbaae27a2e3e2e55b62f8c995b2e90,20,,,rolling_origin_replay
2026-08-03T05:15:51.679889+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260803_051551_d0038f70ca.csv,d0038f70caa8d1a52cd2d0f3e83756ccf67d7c461b482a5e27764e11c6c68a19,440,,,rolling_origin_replay
2026-08-03T05:15:51.695965+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260803_051551_fb58c9042e.csv,fb58c9042e37d3be47e52723df9a8646542a3467e5da3aed9499606512824d5e,9,,,rolling_origin_replay
2026-08-03T05:15:51.834929+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260803_051551_24140c5d5d.csv,24140c5d5d10a4596bb01aa51219c62c064e3ea8cba5714f163724053a20cc12,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-03T15:26:03.214081+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260803_152553_2a1236e7c3.csv,2a1236e7c37e4cee1cd1291108005076f6992ec2793f9310928500f5849ee81f,8440,2024-10-13T07:00:00+00:00,2026-07-23T06:00:00+00:00,rolling_origin_replay
2026-08-03T15:26:03.248495+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260803_152603_bd9ae2fd3a.csv,bd9ae2fd3a98d3f205c0cd3eff57c576c5b9d0beb66c2b65113360fbd38b4877,20,,,rolling_origin_replay
2026-08-03T15:26:03.350516+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260803_152603_1a6ae5b9e7.csv,1a6ae5b9e7657e648ab362838f6d56870a6df280d4115cb6a7568f6f37665f8b,440,,,rolling_origin_replay
2026-08-03T15:26:03.388207+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260803_152603_3da9829b88.csv,3da9829b881486a9d4580a0ba9e8c3641388b5c37a3e16158952aaac417bb373,9,,,rolling_origin_replay
2026-08-03T15:26:03.642970+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260803_152603_a19dc7b5b6.csv,a19dc7b5b678df9e1fa16f2cd7d47fd528c5ebabbfe429c91b6ad27f6a801714,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-04T03:42:41.268151+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260804_034238_e6d4c7fdaa.csv,e6d4c7fdaa03a6275705bbd6ad6ecc819091e6ae197222d706c0e1879018ec0f,8440,2024-10-13T07:00:00+00:00,2026-07-23T06:00:00+00:00,rolling_origin_replay
2026-08-04T03:42:41.284189+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260804_034241_113cfc0fa1.csv,113cfc0fa1f42ce337bf82206ae3ba692e096f7cadda59a5a359e4682e738d2a,20,,,rolling_origin_replay
2026-08-04T03:42:41.323317+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260804_034241_86b1bc2ddb.csv,86b1bc2ddbde432590eece2bcdbecd093c2197e3bf0328740c2337e80fefbb94,440,,,rolling_origin_replay
2026-08-04T03:42:41.340866+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260804_034241_1c2d7a94d4.csv,1c2d7a94d42be02e176225dbba269efa403f80347b22b636cf32878cf523898b,9,,,rolling_origin_replay
2026-08-04T03:42:41.442800+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260804_034241_69476d996e.csv,69476d996e9472b83030ba5de3f8ba46fd25a5b67bf2c6b54afaccb1b699d630,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-04T05:56:03.387981+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260804_055601_e607be699f.csv,e607be699f3779fd5b8f92418e2b729c163d72b606050221da36e4bee037d801,8440,2024-10-13T07:00:00+00:00,2026-07-23T06:00:00+00:00,rolling_origin_replay
2026-08-04T05:56:03.413069+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260804_055603_d016d40d5c.csv,d016d40d5c5954ce21897e7d749618a691ec78c29c2a917c2de6a9db9ae063f4,19,,,rolling_origin_replay
2026-08-04T05:56:03.477429+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260804_055603_3f726f2fb3.csv,3f726f2fb34ff9fd3dfb141bffa938a5b5a3c46649178a05d2e8a2ed45165b0c,418,,,rolling_origin_replay
2026-08-04T05:56:03.491960+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260804_055603_707268f9d6.csv,707268f9d66caa9ec4b8bb5d1f07b13e3fdc7100d8aa22cc413110a003bea2e8,9,,,rolling_origin_replay
2026-08-04T05:56:03.590592+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260804_055603_02d0fd7d08.csv,02d0fd7d081c0dac6ed916e67162f9d296e76e583e64dffebab7707fd5ccac07,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-04T15:26:12.219458+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260804_152609_8d54eb52ca.csv,8d54eb52cabe287558a46bd3590317d9892afcbe09bb6db0b171a11e890b611b,8806,2024-10-13T07:00:00+00:00,2026-08-04T12:00:00+00:00,rolling_origin_replay
2026-08-04T15:26:12.244889+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260804_152612_4d96b07268.csv,4d96b07268e08aef3d23ac5411a432c13258d18acedc2cea75197aeb78a8613b,19,,,rolling_origin_replay
2026-08-04T15:26:12.283209+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260804_152612_a77ff8a0d1.csv,a77ff8a0d1a3b29e66f89bdddfa1b07d6d0ab83649cc2e382e32b9d29bea4c8d,437,,,rolling_origin_replay
2026-08-04T15:26:12.298710+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260804_152612_f29d0fe924.csv,f29d0fe924c89d7ecf7a84c2f315fe78ef005a57d8668a24b474cb03046a33d9,9,,,rolling_origin_replay
2026-08-04T15:26:12.397259+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260804_152612_3e04e975d2.csv,3e04e975d2b435095566c4012a2bd72baed5451d5f8ed6b511de19a4f3ce71c2,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-04T18:09:26.319736+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260804_180923_2e465e66ff.csv,2e465e66ffde931e624ae17d6809bccedfc50e76d483d0cdf1a3be6130b629f3,8808,2024-10-13T07:00:00+00:00,2026-08-04T14:00:00+00:00,rolling_origin_replay
2026-08-04T18:09:26.344355+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260804_180926_83db8eddce.csv,83db8eddceaf12453f4d6f7a50e89101f792135a7d9ee9e01e3405c7c464ce58,20,,,rolling_origin_replay
2026-08-04T18:09:26.385465+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260804_180926_212babfb9b.csv,212babfb9b39f32b1b3e4aca16933b1d6f48a0a981c4167056fc853ba89d5fd2,460,,,rolling_origin_replay
2026-08-04T18:09:26.390363+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260804_180926_11dcb7b622.csv,11dcb7b6222c9d20da72028edaf23768e9a59dae3a7c3f062861368cd2957a2c,9,,,rolling_origin_replay
2026-08-04T18:09:26.501477+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260804_180926_04648bad61.csv,04648bad6101a6c4f93d95d001d81312906d97dd6858dce63c9aac41a8b95c9b,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-04T21:23:49.916916+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260804_212347_07355954d3.csv,07355954d3067eda0ee0ebcd4125a68abbe1466fbc3d5803cb57a6179b81ba42,8811,2024-10-13T07:00:00+00:00,2026-08-04T17:00:00+00:00,rolling_origin_replay
2026-08-04T21:23:49.943261+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260804_212349_d1ae54b742.csv,d1ae54b742197d5c1afc7436abc6cc7ca5937dc87469f6cdb03e2c3cfa7c7b29,21,,,rolling_origin_replay
2026-08-04T21:23:49.978187+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260804_212349_0be76d4281.csv,0be76d428132b420f019229a34c0eff1f02b13f4dc2047066aaee665b4b95639,483,,,rolling_origin_replay
2026-08-04T21:23:49.994325+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260804_212349_2dedd99102.csv,2dedd99102d4295968fde291d919eaa3ab1783d50cc1d4ea36cd6a2eadf3053d,9,,,rolling_origin_replay
2026-08-04T21:23:50.102425+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260804_212350_925268da7d.csv,925268da7dabc2d39434fa3e99deefe82efef5b27e159ecc11bd5ae02769d2b8,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-05T00:07:34.299932+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260805_000731_082593e659.csv,082593e6593fbd14368a02efcf3e432b870e20fc3aca7cdf49991aaa1ad2f266,8814,2024-10-13T07:00:00+00:00,2026-08-04T20:00:00+00:00,rolling_origin_replay
2026-08-05T00:07:34.326993+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260805_000734_4baf2269e8.csv,4baf2269e89b1ec70b4fc892636b9eecca717d246d8749cb2af95f2d1643525d,23,,,rolling_origin_replay
2026-08-05T00:07:34.373502+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260805_000734_54b7afc13c.csv,54b7afc13c0d98aba850b1d3c3434b243e466486460cf19656ccab98fd43ee8d,529,,,rolling_origin_replay
2026-08-05T00:07:34.389848+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260805_000734_e117b036fc.csv,e117b036fc8aaf706ccd594f142960a025629b755ee2c9580082d13e96aeaf1e,9,,,rolling_origin_replay
2026-08-05T00:07:34.517746+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260805_000734_c6b54bdb42.csv,c6b54bdb4277955b73dd7cb72b864fbbbf878e0d390da513582fb2735e5672c1,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-05T05:05:56.930125+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260805_050544_2ddf29cb45.csv,2ddf29cb45012b8e2556d01d6eb48ef27517bed0b8355a2dfff80d2099babc43,8819,2024-10-13T07:00:00+00:00,2026-08-05T01:00:00+00:00,rolling_origin_replay
2026-08-05T05:05:57.384733+00:00,rolling_origin_replay_stage_metrics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_stage_metrics_20260805_050557_3d0ee6fbc4.csv,3d0ee6fbc4149a023ada0cdc2c1bb781ec8c7fd58ef6e96a0f778184ee9e98f8,23,,,rolling_origin_replay
2026-08-05T05:05:58.205907+00:00,rolling_origin_replay_origin_metrics_by_stage,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_origin_metrics_by_stage_20260805_050557_ff57e0ab38.csv,ff57e0ab3840623a2024581d16ce2dc04914107c36d7b6ff9171b39221fb0148,529,,,rolling_origin_replay
2026-08-05T05:05:58.701523+00:00,production_readiness_scorecard,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\production_readiness_scorecard_20260805_050558_6009019625.csv,6009019625897f9a1457e0a63fc14656d4bdddf977278fd6ed8a97a39cd740d2,9,,,rolling_origin_replay
2026-08-05T05:05:59.505698+00:00,june_hot_origin_diagnostics,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\june_hot_origin_diagnostics_20260805_050558_88b370c890.csv,88b370c890dead713ad26ae60a8c737a7e325a836f0c3796393d3a0652cb1520,266,2025-06-01T21:00:00+00:00,2026-06-14T03:00:00+00:00,rolling_origin_replay
2026-08-05T15:28:53.018597+00:00,rolling_origin_replay_results,C:\Users\ProsserJames\PycharmProjects\XGBoost_Roseville_System_Load_Forecast\forecast_outputs\replay_runs\rolling_origin_replay_results_20260805_152849_3d6ae174fa.csv,3d6ae174fa0948333835618597c904daf5448403a99011786fb36b788f11a83f,9189,2024-10-13T07:00:00+00:00,2026-08-05T11:00:00+00:00,rolling_origin_replay
