Audit,Source,N,Mean_Adjustment_MWH,MeanAbs_Adjustment_MWH,Min_Adjustment_MWH,Max_Adjustment_MWH,Before_MAE_MWH,After_MAE_MWH,Delta_MAE_MWH,Before_RMSE_MWH,After_RMSE_MWH,Delta_RMSE_MWH,Before_Bias_MWH,After_Bias_MWH,Delta_Bias_MWH,Before_P90_AbsError_MWH,After_P90_AbsError_MWH,Delta_P90_AbsError_MWH,Before_P99_AbsError_MWH,After_P99_AbsError_MWH,Delta_P99_AbsError_MWH
focused_guard_source,june_long_hot_100_105_peak_ramp_up,5,8.0,8.0,8.0,8.0,10.576989431370873,5.776989431370874,-4.799999999999999,11.221802969444356,6.366019835816973,-4.855783133627384,9.33766583343844,1.3376658334384388,-8.0,12.724483119521187,8.588917270769162,-4.135565848752025,12.814795028160766,10.847369822424893,-1.9674252057358732
focused_guard_source,may_days4to7_100plus_peak_recovery_up,10,8.0,8.0,8.0,8.0,7.569441085406621,2.3221220595596863,-5.247319025846934,8.066704516213596,2.821464936056251,-5.245239580157345,7.569441085406621,-0.4305589145933794,-8.0,11.550088482575381,4.844140858018648,-6.7059476245567335,12.710961455423487,4.878108343476152,-7.832853111947335
focused_guard_source,august_long_95_100_clear_peak_soft_backoff+august_long_95_98_high_state_rebound_up,10,6.0,6.0,6.0,6.0,7.806297302629412,2.243225033378215,-5.563072269251197,8.023496511758264,2.588615197870103,-5.434881313888161,7.806297302629412,1.806297302629409,-6.0000000000000036,10.236410389539339,4.236410389539338,-6.000000000000001,10.65788509061819,4.657885090618191,-6.0
focused_guard_source,june_long_98_100_clear_high_state_overstack_backoff,3,-6.0,6.0,-6.0,-6.0,9.169798559123365,3.1697985591233646,-6.0,9.214537691782361,3.2969868310015182,-5.9175508607808425,-9.169798559123365,-3.1697985591233646,6.0,9.811331038601883,3.811331038601884,-6.0,9.811478065616264,3.811478065616263,-6.000000000000001
focused_guard_source,june_recent_85_93_clear_afternoon_backoff+june_long_mild_hot_peak_backoff+june_long_90_92_clear_hot_extra_backoff,2,-25.0,25.0,-25.0,-25.0,15.822531835409322,9.177468164590678,-6.645063670818644,15.999768601890555,9.479768116550993,-6.520000485339562,-15.822531835409322,9.177468164590678,25.0,17.722440318510778,11.077376647692134,-6.645063670818644,18.149919727208605,11.504856056389961,-6.645063670818644
focused_guard_source,june_long_mild_hot_peak_backoff+june_long_90_92_clear_hot_extra_backoff,4,-22.0,22.0,-22.0,-22.0,14.437654439681978,7.562345560318029,-6.875308879363949,14.502251845761437,7.68495369224071,-6.817298153520727,-14.437654439681978,7.562345560318029,22.000000000000007,15.987517619923578,8.644662939058824,-7.342854680864754,16.641569240713824,8.667527727823,-7.974041512890825
focused_guard_source,september_day4to7_cloudy_92_95_hot_down,5,-14.0,14.0,-14.0,-14.0,12.851138230695307,5.914574181880932,-6.936564048814375,14.607909673718625,7.039826317179539,-7.568083356539086,-12.851138230695307,1.1488617693046934,14.0,19.832730753878014,10.372081122190115,-9.460649631687899,21.61043283271125,11.91055662395522,-9.69987620875603
focused_guard_source,june_recent_85_93_clear_afternoon_backoff+june_long_mild_clear_weekend_peak_down,15,-11.0,11.0,-11.0,-11.0,10.748040720383264,3.655211794149746,-7.092828926233517,11.843605596693786,4.982424788773274,-6.861180807920512,-10.747565307011545,0.2524346929884549,11.0,15.566570111820795,9.143708419020692,-6.422861692800103,15.89832418544449,10.75875042808517,-5.1395737573593205
focused_guard_source,july_long_95_98_peak_recovery_up+july_long_95_98_low_state_peak_backoff+july_long_clear_hot_peak_ramp_up,3,11.0,11.0,11.0,11.0,9.271735589750818,1.7282644102491815,-7.543471179501637,9.33042570616469,2.0195694798002983,-7.3108562263643915,9.271735589750818,-1.7282644102491815,-11.0,10.3267849069784,2.541405749766932,-7.785379157211468,10.700244240816387,2.588289313696645,-8.111954927119742
focused_guard_source,september_long_90_92_cloudy_low_state_hot_backoff,4,-8.0,8.0,-8.0,-8.0,13.283903393302104,5.283903393302104,-8.0,13.620505806263012,6.080766738299596,-7.539739067963415,-13.283903393302104,-5.283903393302104,8.0,16.598735501088772,8.598735501088772,-8.0,18.24584487913034,10.24584487913034,-7.999999999999998
focused_guard_source,june_98_100_mixed_high_state_morning_midday_backoff,2,-8.0,8.0,-8.0,-8.0,14.37882286993596,6.378822869935959,-8.0,14.399506193081876,6.425310318235841,-7.9741958748460355,-14.37882286993596,-6.378822869935959,8.0,14.996032839841144,6.996032839841144,-8.0,15.13490508306981,7.1349050830698095,-8.0
focused_guard_source,june_long_cloudy_mild_peak_window_up+june_long_cloudy_mild_peak_window_extra_up,3,16.0,16.0,16.0,16.0,12.020145052593401,3.979854947406608,-8.040290105186793,12.076964492476176,4.148304433083664,-7.928660059392512,12.020145052593401,-3.979854947406608,-16.000000000000007,13.091209321172755,5.166514979702856,-7.924694341469899,13.267176164512364,5.49853610406026,-7.768640060452104
focused_guard_source,july_long_mild_hot_peak_soft_down+july_long_92_95_low_state_hot_backoff,5,-9.0,9.0,-9.0,-9.0,15.875529818514547,6.875529818514548,-9.0,16.073657706318105,7.321402551876082,-8.752255154442024,-15.875529818514547,-6.875529818514548,9.0,18.329105884695757,9.329105884695759,-8.999999999999998,18.518673866556995,9.518673866556995,-9.0
focused_guard_source,june_long_mild_hot_peak_backoff,2,-10.0,10.0,-10.0,-10.0,18.104733421036656,8.104733421036656,-10.0,18.741554891221924,9.441991914842507,-9.299562976379416,-18.104733421036656,-8.104733421036656,10.0,21.97994758235535,11.97994758235535,-10.0,22.851870768652056,12.851870768652057,-9.999999999999998
focused_guard_source,shoulder_heat_days8to16_bias_up+may_long_warm_cloudy_peak_recovery_up+may_long_85_93_hot_peak_recovery_up,7,21.25,21.25,21.25,21.25,16.91366194368888,4.336338056311116,-12.577323887377762,17.025262081178788,4.753042849170078,-12.272219232008709,16.91366194368888,-4.336338056311116,-21.249999999999996,19.170603072123573,6.510475999780942,-12.66012707234263,19.764181406296665,6.642774784788407,-13.121406621508257
focused_guard_source,june_recent_98_100_low_loss_midday_backoff+june_98_100_mixed_high_state_morning_midday_backoff,8,-16.0,16.0,-16.0,-16.0,16.103190095819308,2.1143732314903865,-13.988816864328921,16.291718875581054,2.4734633319995116,-13.818255543581543,-16.103190095819308,-0.10319009581930416,16.000000000000004,18.773012984754992,3.723544343182044,-15.049468641572947,19.83763435357042,3.932687489413125,-15.904946864157294
focused_guard_source,july_days2to3_cloudy_warm_evening_up,4,18.0,18.0,18.0,18.0,22.322864004753782,4.322864004753775,-18.000000000000007,22.401209768237905,4.710742500865549,-17.690467267372355,22.322864004753782,4.322864004753775,-18.000000000000007,24.2890745794831,6.289074579483091,-18.000000000000007,24.57351539886244,6.5735153988624395,-18.0
focused_guard_source,august_long_clear_hot_high_forecast_backoff+august_long_95_100_clear_peak_soft_backoff+august_long_95_97_low_state_he17_18_rebound_up,2,-22.0,22.0,-22.0,-22.0,24.25477230920289,4.438903871893146,-19.815868437309746,24.6576123611996,4.978741382142288,-19.67887097905731,-24.25477230920289,-2.2547723092028917,22.0,27.805895406717408,6.242721719255459,-21.563173687461948,28.604898103658176,6.64858073491198,-21.956317368746195
focused_guard_source,august_days8to12_clear_hot_noon_backoff,2,-24.0,24.0,-24.0,-24.0,24.305909464736814,4.288245883267265,-20.01766358146955,24.68129428663216,4.299143328149716,-20.38215095848244,-24.305909464736814,-0.30590946473681413,24.0,27.736506171350626,4.532973455056717,-23.20353271629391,28.508390430338736,4.588037158709343,-23.92035327162939
focused_guard_source,august_long_clear_hot_high_forecast_backoff+august_long_95_100_clear_peak_soft_backoff,1,-29.0,29.0,-29.0,-29.0,34.83194350841734,5.831943508417311,-29.00000000000003,34.83194350841734,5.831943508417311,-29.00000000000003,-34.83194350841734,-5.831943508417311,29.00000000000003,34.83194350841734,5.831943508417311,-29.00000000000003,34.83194350841734,5.831943508417311,-29.00000000000003
focused_guard_source,august_days8to12_clear_hot_midafternoon_backoff,1,-32.0,32.0,-32.0,-32.0,39.09114234576657,7.091142345766542,-32.00000000000003,39.09114234576657,7.091142345766542,-32.00000000000003,-39.09114234576657,-7.091142345766542,32.00000000000003,39.09114234576657,7.091142345766542,-32.00000000000003,39.09114234576657,7.091142345766542,-32.00000000000003
focused_guard_source,august_days8to12_clear_hot_midafternoon_backoff+august_long_95_100_clear_peak_soft_backoff,1,-36.0,36.0,-36.0,-36.0,35.110232806260456,0.8897671937395444,-34.22046561252091,35.110232806260456,0.8897671937395444,-34.22046561252091,-35.110232806260456,0.8897671937395444,36.0,35.110232806260456,0.8897671937395444,-34.22046561252091,35.110232806260456,0.8897671937395444,-34.22046561252091
