N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,RMSE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,Actual_Peak_MWH,Forecast_At_Actual_Peak_MWH,Underforecast_At_Actual_Peak_MWH,ForecastColumn,Model,MAE_Improvement_vs_Raw_MWH,Skill_vs_Raw_PCT,Bias_Abs_Improvement_vs_Raw_MWH,MAE_Delta_vs_Final_MWH
7680,137.74102562838542,137.51653467013537,0.2244909582500538,3.455904425023151,4.752788076819022,2.5147474225666313,53.04687500000001,7.697037077726927,22.01614882844865,30.763380369494286,327.308191,323.1663063739119,4.141884626088142,Stage_Selected_Forecast_MWH,stage_selected_production,0.8335824932730462,19.433151543545186,1.6262080986025333,0.0
7680,137.74102562838542,137.51653467013537,0.2244909582500538,3.455904425023151,4.752788076819022,2.5147474225666313,53.04687500000001,7.697037077726927,22.01614882844865,30.763380369494286,327.308191,323.1663063739119,4.141884626088142,Final_Backtest_Forecast_MWH,final_corrected_production,0.8335824932730462,19.433151543545186,1.6262080986025333,0.0
7680,137.74102562838542,137.17298105888213,0.5680445695032862,3.723377385735796,5.295068916450219,2.6438988022494665,55.598958333333336,8.194258484781654,24.605119934349034,39.62448488841784,327.308191,318.1663063739119,9.141884626088142,Residual_Calibrated_Forecast_MWH,residual_calibrated,0.5661095325604015,13.197604826482667,1.2826544873493009,0.2674729607126447
7680,137.74102562838542,137.26838211847092,0.4726435099145102,3.7240438062131145,5.281952628169007,2.6488671652639177,55.052083333333336,8.235598824938382,24.605119934349034,39.62448488841784,327.308191,318.1663063739119,9.141884626088142,Peak_Risk_Adjusted_Forecast_MWH,peak_risk_adjusted,0.565443112083083,13.182068691508666,1.3780555469380769,0.2681393811899633
7680,137.74102562838542,137.22025861507356,0.520767013311852,3.7261344309303586,5.285702662067803,2.6469973260305335,55.260416666666664,8.199013892737945,24.605119934349034,39.62448488841784,327.308191,318.1663063739119,9.141884626088142,Warm_Ramp_Adjusted_Forecast_MWH,warm_ramp_adjusted,0.5633524873658389,13.133330351537822,1.3299320435407351,0.27023000590720736
7680,137.74102562838542,137.257108163786,0.4839174645994184,3.7307957206762614,5.293106511025263,2.652141188664166,55.15624999999999,8.26306375612825,24.605119934349034,39.62448488841784,327.308191,318.1663063739119,9.141884626088142,Cloud_Solar_Adjusted_Forecast_MWH,cloud_solar_adjusted,0.558691197619936,13.024662582299015,1.3667815922531688,0.2748912956531102
7680,137.74102562838542,137.39561784037906,0.3454077880063445,3.754636302072071,5.314539652555842,2.6788193327439704,53.37239583333333,8.286554419596827,23.952223705501325,40.48114234576656,327.308191,318.1663063739119,9.141884626088142,Recent_Corrected_Forecast_MWH,recent_corrected_simulation,0.5348506162241264,12.46887160193442,1.5052912688462428,0.2987318770489198
7680,137.74102562838542,136.4519046892605,1.2891209391249367,3.825726439101921,5.38095959927964,2.7273169788434712,63.346354166666664,8.421023095498247,25.750685556695885,37.41383411353277,327.308191,315.95028404585156,11.357906954148461,Targeted_Meta_Adjusted_Forecast_MWH,targeted_residual_meta_adjusted,0.46376047919427643,10.811560637151544,0.5615781177276504,0.3698220140787698
7680,137.74102562838542,135.88703648990105,1.8539891384843987,4.206742731263491,5.716295109416392,3.0445761694096567,68.671875,9.074525436446075,25.653343469995235,37.107775356604236,327.308191,317.99227107111204,9.315919928887979,CatBoost_Pred_MWH,catboost_benchmark,0.08274418703270658,1.928999635825278,-0.0032900816318115478,0.7508383062403396
7680,137.74102562838542,135.89032657153282,1.8506990568525872,4.289486918296197,5.837311149083777,3.105372269259056,68.19010416666667,9.214641285292435,26.036515126788288,34.53220651696995,327.308191,315.95028404585156,11.357906954148461,Raw_Forecast_MWH,raw_xgb_lgb_production,0.0,0.0,0.0,0.8335824932730462
7680,137.74102562838542,135.88648623426755,1.8545393941178643,4.38456340458107,5.959271042393196,3.173329738575311,68.0859375,9.319068071874998,25.304079623046903,35.250728710937494,327.308191,311.8591003417969,15.449090658203147,XGB_Pred_MWH,xgb_component,-0.09507648628487253,-2.2165002037734927,-0.003840337265277105,0.9286589795579188
7680,137.74102562838542,135.89311850298313,1.8479071254023012,4.3971409015294,5.981261922541577,3.1798512723698624,67.51302083333334,9.33972884709383,27.51746176813657,34.9696865302231,327.308191,315.3946893396048,11.91350166039524,LGB_Pred_MWH,lgb_component,-0.10765398323320241,-2.509717019395015,0.0027919314502860004,0.9412364765062486
7632,137.78010189989516,136.85584801022668,0.9242538896685012,12.458535827240878,19.315388305487584,8.317774182399527,51.02201257861635,29.991765000000015,116.39426428571429,95.53254728571426,327.308191,254.873826,72.43436500000001,Baseline_Rolling7DaySameHourAvg_MWH,baseline_rolling_7day_same_hour_avg,-8.169048908944681,-190.44349742857972,0.926445167184086,9.002631402217727
7656,137.7811175386625,137.52663625809822,0.2544812805642633,16.388600958986416,30.924043196821806,11.075409673159555,52.58620689655172,44.180025,183.07319999999999,173.90324999999999,327.308191,322.500858,4.807333000000028,Baseline_SameHourYesterday_MWH,baseline_same_hour_yesterday,-12.099114040690218,-282.06436506620787,1.5962177762883238,12.932696533963265
7512,138.09365847137911,136.41511707614484,1.6785413952342911,21.877245421592118,36.298293592629385,14.505874633132967,51.67731629392971,57.48230390000004,208.41770000000002,163.61123299999997,327.308191,251.87355,75.43464100000003,Baseline_SameHour7DaysAgo_MWH,baseline_same_hour_7_days_ago,-17.58775850329592,-410.0200988672523,0.17215766161829604,18.421340996568965
