Stage,ForecastColumn,Replay_Origin_ID,Replay_Origin_DT,Replay_Origin_Year,Replay_Origin_Season,Replay_Origin_Month,N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,RMSE_MWH
xgb_component,XGB_Pred_MWH,origin_17,2026-04-26 00:00:00-07:00,2026,Spring,4,384,127.136992640625,120.08782643079758,7.049166209827423,7.814008036373139,5.786550775962746,88.28125,16.75247283935546,23.343038891601566,10.634190616210944,9.672742008435687
xgb_component,XGB_Pred_MWH,origin_07,2025-07-20 00:00:00-07:00,2025,Summer,7,384,157.82088622916666,151.45041473706564,6.370471492101033,6.630319847147624,4.008638754523333,91.66666666666666,14.251972663574215,25.304079623046903,5.582089053710945,8.685279516286636
xgb_component,XGB_Pred_MWH,origin_12,2025-12-06 23:00:00-08:00,2025,Winter,12,384,139.45845884114584,134.07695116599402,5.381507675151824,5.824787613852183,3.9527017921459966,90.88541666666666,13.386315609765626,20.661959423828137,13.93708089941407,7.4521546675373385
xgb_component,XGB_Pred_MWH,origin_08,2025-08-17 00:00:00-07:00,2025,Summer,8,384,187.771909734375,188.53700506687164,-0.7650953324966435,4.90087412171173,2.645606700075114,44.79166666666667,9.646198874511718,19.067470785156274,35.250728710937494,6.750696322864935
xgb_component,XGB_Pred_MWH,origin_16,2026-03-29 00:00:00-07:00,2026,Spring,3,384,120.51718188281251,117.2207522590955,3.2964296237169903,4.6914606636644995,3.753309674259535,75.26041666666666,10.66867228535157,25.40770377197265,11.912076285156246,6.303275268663594
xgb_component,XGB_Pred_MWH,origin_11,2025-11-08 23:00:00-08:00,2025,Fall,11,384,122.29222068489582,118.23284220695496,4.059378477940878,4.6293324763488775,3.655210541684537,89.0625,8.691415369384766,23.84054944726563,7.846896972656253,5.840160821985501
xgb_component,XGB_Pred_MWH,origin_13,2026-01-03 23:00:00-08:00,2026,Winter,1,384,128.126853875,124.24522258838017,3.881631286619822,4.622687679548899,3.53347055683326,87.5,9.191977020312498,19.48023374462892,8.95729283789062,5.801416407284706
xgb_component,XGB_Pred_MWH,origin_04,2025-04-27 00:00:00-07:00,2025,Spring,4,384,121.913576171875,124.3573192358017,-2.443743063926697,4.295460340716043,3.3459146587547317,42.70833333333333,10.11962609716797,17.17036462402345,27.206217626953134,6.31599281861919
xgb_component,XGB_Pred_MWH,origin_19,2026-05-28 00:00:00-07:00,2026,Spring,5,384,158.50971714583332,157.8711262345314,0.6385909113019305,4.238918096073149,2.7729715685944125,63.802083333333336,8.544927591601569,15.599256527343755,19.67997859667969,5.5822934393421235
xgb_component,XGB_Pred_MWH,origin_18,2026-05-24 00:00:00-07:00,2026,Spring,5,384,142.90284213541665,141.59423371156058,1.3086084238560995,4.214117908894856,3.0518656340011296,66.40625,8.861741280371092,16.247404110351567,20.45835708789062,5.354980848838898
