N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,RMSE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,Actual_Peak_MWH,Forecast_At_Actual_Peak_MWH,Underforecast_At_Actual_Peak_MWH,ForecastColumn,Model,MAE_Improvement_vs_Raw_MWH,Skill_vs_Raw_PCT,Bias_Abs_Improvement_vs_Raw_MWH,MAE_Delta_vs_Final_MWH
7680,137.74102562838542,137.17498247800899,0.5660431503764322,3.695316700887517,5.115667789888535,2.676235878856685,56.119791666666664,8.205994956720517,25.548971945897392,30.200177709366415,327.308191,321.85850258855436,5.449688411445663,Stage_Selected_Forecast_MWH,stage_selected_production,1.06287797775909,22.337841335685088,1.2379977933796722,0.0
7680,137.74102562838542,137.17498247800899,0.5660431503764322,3.695316700887517,5.115667789888535,2.676235878856685,56.119791666666664,8.205994956720517,25.548971945897392,30.200177709366415,327.308191,321.85850258855436,5.449688411445663,Final_Backtest_Forecast_MWH,final_corrected_production,1.06287797775909,22.337841335685088,1.2379977933796722,0.0
7680,137.74102562838542,136.95911874956144,0.781906878823985,3.948028268560986,5.6819990560526366,2.813013381825259,57.72135416666667,8.87784746177837,33.49986402947334,35.754600356450396,327.308191,316.85850258855436,10.449688411445663,Peak_Risk_Adjusted_Forecast_MWH,peak_risk_adjusted,0.8101664100856207,17.026760458570806,1.0221340649321191,0.25271156767346925
7680,137.74102562838542,136.93194480297404,0.8090808254113668,3.961527049158614,5.70186382803761,2.820226583414746,57.8125,8.892760187333627,33.49986402947334,35.754600356450396,327.308191,316.85850258855436,10.449688411445663,Cloud_Solar_Adjusted_Forecast_MWH,cloud_solar_adjusted,0.7966676294879931,16.74306503395512,0.9949601183447374,0.2662103482710969
7680,137.74102562838542,136.89614569524244,0.8448799331429561,3.9628542017211292,5.70585732996879,2.8195619808804686,57.91666666666667,8.937719129376005,33.49986402947334,35.372912854525396,327.308191,316.85850258855436,10.449688411445663,Warm_Ramp_Adjusted_Forecast_MWH,warm_ramp_adjusted,0.7953404769254777,16.71517309904814,0.9591610106131482,0.2675375008336123
7680,137.74102562838542,136.85329669414975,0.8877289342356792,3.968040720244072,5.7236119932704765,2.8217394072597286,58.28124999999999,8.94618242573456,33.49986402947334,35.372912854525396,327.308191,316.85850258855436,10.449688411445663,Residual_Calibrated_Forecast_MWH,residual_calibrated,0.7901539584025348,16.606171284847083,0.916312009520425,0.2727240193565552
7680,137.74102562838542,136.9994275504879,0.7415980778975275,3.9727490195060873,5.718916728651075,2.8318687736716774,56.966145833333336,8.874924960816815,33.61820927131083,36.205145193068375,327.308191,316.85850258855436,10.449688411445663,Recent_Corrected_Forecast_MWH,recent_corrected_simulation,0.7854456591405197,16.507219905595104,1.0624428658585767,0.2774323186185703
7680,137.74102562838542,136.31698371961528,1.4240419087701233,4.166945368055418,5.853688422501652,2.9686194249946105,64.1015625,9.135268190164611,32.18513389052032,35.407465880025995,327.308191,315.37909347840457,11.929097521595452,Targeted_Meta_Adjusted_Forecast_MWH,targeted_residual_meta_adjusted,0.5912493105911887,12.425916771428952,0.379999034985981,0.4716286671679013
7680,137.74102562838542,135.93698468462932,1.8040409437561042,4.758194678646607,6.399236147339355,3.446205478005098,66.57552083333333,10.039981428369876,32.18513389052032,37.289107298739225,327.308191,315.37909347840457,11.929097521595452,Raw_Forecast_MWH,raw_xgb_lgb_production,0.0,0.0,0.0,1.06287797775909
7680,137.74102562838542,135.87126110394794,1.8697645244374592,4.786748574763362,6.453831866884333,3.459889061957966,67.25260416666666,9.984463877832031,33.56299756738281,37.77694222753905,327.308191,309.68768310546875,17.620507894531272,XGB_Pred_MWH,xgb_component,-0.02855389611675463,-0.6000993663604435,-0.06572358068135498,1.0914318738758446
7680,137.74102562838542,135.90389662716706,1.837129001218335,4.786925828682664,6.452117733760671,3.4610450465269573,67.05729166666666,9.958346987772208,32.76409104858638,36.94488837267127,327.308191,314.3605826133838,12.947608386616196,LGB_Pred_MWH,lgb_component,-0.028731150036056974,-0.603824601061281,-0.03308805746223076,1.091609127795147
7680,137.74102562838542,136.00775836940747,1.733267258977939,4.851139728983193,6.47790859366438,3.52030012614166,66.09375,10.299763916269887,30.881668734455786,38.66645595496428,327.308191,318.6057278014189,8.702463198581142,CatBoost_Pred_MWH,catboost_benchmark,-0.09294505033658584,-1.9533679601991945,0.07077368477816526,1.1558230280956758
7632,137.78010189989516,136.85584801022668,0.9242538896685012,12.458535827240878,19.315388305487584,8.317774182399527,51.02201257861635,29.991765000000015,116.39426428571429,95.53254728571426,327.308191,254.873826,72.43436500000001,Baseline_Rolling7DaySameHourAvg_MWH,baseline_rolling_7day_same_hour_avg,-7.700341148594271,-161.83325123604467,0.879787054087603,8.763219126353361
7656,137.7811175386625,137.52663625809822,0.2544812805642633,16.388600958986416,30.924043196821806,11.075409673159555,52.58620689655172,44.180025,183.07319999999999,173.90324999999999,327.308191,322.500858,4.807333000000028,Baseline_SameHourYesterday_MWH,baseline_same_hour_yesterday,-11.630406280339809,-244.42897077191245,1.549559663191841,12.693284258098899
7512,138.09365847137911,136.41511707614484,1.6785413952342911,21.877245421592118,36.298293592629385,14.505874633132967,51.67731629392971,57.48230390000004,208.41770000000002,163.61123299999997,327.308191,251.87355,75.43464100000003,Baseline_SameHour7DaysAgo_MWH,baseline_same_hour_7_days_ago,-17.11905074294551,-359.7803767838846,0.1254995485218131,18.1819287207046
