Model,Feature,Importance,Importance_Pct
lgb,MWH_Rolling48,1407.0,1.5994088893941116
lgb,Solar_Ramp_Down_2hr,1406.0,1.5982721382289418
lgb,MWH_Lag48,1406.0,1.5982721382289418
lgb,HourSin,1391.0,1.5812208707513924
lgb,Temperature,1383.0,1.572126861430033
lgb,Humidity_x_Temp,1367.0,1.553938842787314
lgb,Daily_BTM_Solar_Loss_Max_MW,1309.0,1.4880072752074571
lgb,Hour,1297.0,1.4743662612254178
lgb,Solar_Ramp_Down_1hr,1287.0,1.4629987495737182
lgb,DayOfYear,1274.0,1.448220984426509
lgb,MWH_Rolling24,1265.0,1.4379902239399796
lgb,BTM_ClearSky_Proxy_MW,1254.0,1.42548596112311
lgb,Nameplate_MW,1243.0,1.4129816983062407
lgb,Cloud_x_GHI,1230.0,1.3982039331590315
lgb,MWH_Rolling6,1191.0,1.3538706377174037
lgb,MWH_Rolling3,1139.0,1.2947595771285665
lgb,DayOfYearSin,1116.0,1.268614300329658
lgb,CDD,1091.0,1.2401955212004092
lgb,BTM_x_Cloud,1059.0,1.203819483914971
lgb,BTM_Solar_Loss_From_ClearSky_MW,1050.0,1.1935887234284415
lgb,Daily_BTM_ClearSky_Max_MW,1047.0,1.1901784699329316
lgb,HourCos,1029.0,1.1697169489598727
lgb,Temperature_DailyMean,1027.0,1.1674434466295327
lgb,BTM_x_GHI,951.0,1.081050358076617
lgb,Solar_Ramp_Up_1hr,934.0,1.061725588268728
lgb,Daily_BTM_Solar_Proxy_Max_MW,930.0,1.0571785836080483
lgb,Humidity_Norm,928.0,1.0549050812777083
lgb,Cooling_Stress,920.0,1.045811071956349
lgb,BTM_Solar_Proxy_MW,903.0,1.0264863021484596
lgb,CloudCover_Norm,859.0,0.9764692508809821
lgb,Solar_Season_Factor,843.0,0.958281232238263
lgb,Cloud_x_Solar_Hour,829.0,0.942366715925884
lgb,DailyMax_x_PeakHour,814.0,0.9253154484483347
lgb,Cloud_x_ClearSky_GHI,756.0,0.8593838808684778
lgb,BTM_Evening_Ramp_Impact,729.0,0.8286915994088894
lgb,ClearSky_Index,702.0,0.7979993179493008
