Slice,SliceGroup,SliceValue,Purpose,HourDefinition,ForecastColumn,Gate,Gate_MAE_MWH,Pass,N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,RMSE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,Actual_Peak_MWH,Forecast_At_Actual_Peak_MWH,Underforecast_At_Actual_Peak_MWH
PeakWindowHours14to18,peak_window,current_gate,Current production peak-window gate,"code Hour 14,15,16,17,18",Final_Backtest_Forecast_MWH,mae<=5.5,5.5,False,1918,186.6018328451512,185.88321084118326,0.7186220039679292,6.661504153032403,8.636660689073624,3.797178532447587,53.18039624608968,13.988505213166908,35.30657769740466,34.279781262893835,352.83,345.4681153878862,7.3618846121137835
PeakWindowHours14to20,peak_window,candidate_expansion,A/B candidate before changing peak-window training weights,"code Hour 14,15,16,17,18,19,20",Final_Backtest_Forecast_MWH,diagnostic_only,,,2682,188.47706938590602,187.81421369178076,0.6628556941252896,6.2715015391668985,8.173005962415296,3.5093727357639404,53.355704697986575,13.231749892212429,35.30657769740466,34.279781262893835,352.83,345.4681153878862,7.3618846121137835
LatePeakHours19to20,peak_window,late_extension_only,Isolate incremental HE20/HE21 late-peak behavior,code Hour 19-20,Final_Backtest_Forecast_MWH,diagnostic_only,,,764,193.18479672251306,192.66194074341158,0.5228559791014903,5.292411207499311,6.872533131740294,2.7868445707911205,53.79581151832461,11.300990178714809,22.618656971095476,18.529786219067603,335.89,331.0356509074703,4.854349092529674
HE18to20_CodeHours17to19,peak_window,solar_shifted_daily_peak,Daily peak timing/magnitude focus for later net-load peaks,operational HE18-20 / code Hour 17-19,Final_Backtest_Forecast_MWH,diagnostic_only,,,1148,199.647554021777,198.79227850682508,0.8552755149519004,5.704585474142176,7.542482926225895,2.9632732634115486,54.268292682926834,11.858392130360885,33.611890171707756,25.9109977732233,352.83,345.4681153878862,7.3618846121137835
