Test,Purpose,Basis,ForecastColumn,Target,Gate,N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,RMSE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,Actual_Peak_MWH,Forecast_At_Actual_Peak_MWH,Underforecast_At_Actual_Peak_MWH,Pass
Last 45 days,Recent behavior,recent_45_day_backtest,Final_Backtest_Forecast_MWH,Recent MAE <= 3.0 MWh,mae<=3.0,1077,185.8955161962241,185.7927316108179,0.10278458540617641,3.0713868489040137,4.0573201711469435,1.7122759373891467,51.62488393686166,6.606391744469715,14.30542056075251,17.97082177206508,352.83,342.5616469520733,10.268353047926666,False
Seasonal rolling origins,General robustness,seasonal_rolling_origin_replay,Final_Backtest_Forecast_MWH,"MAE <= 4.5, MAPE <= 3.5%, abs bias <= 0.75",mae<=4.5;mape<=3.5;abs_bias<=0.75,9208,147.027785982298,147.03854631022023,-0.01076032792222045,4.1680894503336665,5.64950870644022,2.838316512150513,49.50043440486533,9.33820832341824,27.650732329176947,27.495629238175013,352.83,336.1163970051912,16.71360299480881,True
Day 1 only,Near-term operational forecast,seasonal_rolling_origin_replay,Final_Backtest_Forecast_MWH,MAE <= 3.5 MWh,mae<=3.5,576,133.62200413020835,133.0794734433789,0.5425306868294241,3.5627891036286883,5.046364276122635,2.5923869987507118,48.26388888888889,7.985048233212652,18.759347100926703,13.295421377481858,333.002841,316.3584053979978,16.644435602002204,False
Days 2-3,Short weather forecast horizon,seasonal_rolling_origin_replay,Final_Backtest_Forecast_MWH,MAE <= 5.0 MWh,mae<=5.0,1152,139.03631937760417,138.10047516720547,0.9358442103986805,4.2144820003129455,5.688436454521034,2.9714651529692295,53.298611111111114,9.577167616648884,23.703191884203534,19.49690607078074,333.002841,316.38065099697064,16.622190003029345,True
Days 4-7,Weather uncertainty horizon,seasonal_rolling_origin_replay,Final_Backtest_Forecast_MWH,MAE <= 5.0 MWh,mae<=5.0,2304,144.97101395486112,144.44409825715218,0.5269156977089359,3.854898772345418,5.153151691665288,2.682194906567063,51.736111111111114,8.439814532385613,27.650732329176947,19.213780310102692,327.308191,324.5331544356305,2.775036564369543,True
Hot peak days,Operational risk,seasonal_rolling_origin_replay,Final_Backtest_Forecast_MWH,MAE <= 6.0 MWh,mae<=6.0,719,264.07329501251735,263.30138508963745,0.7719099228799554,6.12663213262134,7.689662336387836,2.3304230591394073,50.62586926286509,12.707067273231337,23.822819868403826,21.727614912405443,352.83,336.1163970051912,16.71360299480881,False
Cloud/solar midday,BTM solar/cloud risk,seasonal_rolling_origin_replay,Final_Backtest_Forecast_MWH,MAE <= 7.0 MWh,mae<=7.0,1616,141.9577870321782,141.4948866154602,0.4629004167180378,5.4761737656065135,7.1645939349620695,3.9087905882262555,50.433168316831676,11.71384216302792,27.650732329176947,27.495629238175013,315.46625,302.9797753530635,12.486474646936529,True
Shoulder heat transition,Spring/fall load-response risk,seasonal_rolling_origin_replay,Final_Backtest_Forecast_MWH,MAE <= 7.0 MWh,mae<=7.0,693,145.27323621067822,146.68079259312893,-1.4075563824507156,4.998936300192194,6.408300367447312,3.491980305694669,39.682539682539684,10.442936770517015,17.15651318894541,22.001332951638076,251.088633,263.11728047578794,-12.028647475787949,True
Peak window hours 14-18,Peak planning risk,seasonal_rolling_origin_replay,Final_Backtest_Forecast_MWH,MAE <= 5.5 MWh,mae<=5.5,1918,186.6018328451512,186.7753044450687,-0.1734715999174925,5.778338130697124,7.371567924183348,3.318137245146628,46.92387904066736,12.354071941303147,25.834719487040275,27.495629238175013,352.83,336.1163970051912,16.71360299480881,False
