ForecastColumn,RankBasis,Month,Forecast_Day_Bucket,Peak_Hour_Band,DailyMaxTempBiasBand,CloudCoverBiasBand,LagAnchorState,N,Residual_Sum_MWH,Positive_Residual_Sum_MWH,Negative_Residual_Sum_MWH,Bias_MWH,MAE_MWH,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,Actual_Mean_MWH,Forecast_Mean_MWH,Raw_Bias_MWH,Raw_Residual_Sum_MWH,Mean_RawMinusSameHour7_MWH,Mean_Lag24MinusSameHour7_MWH,RMSE_MWH,Abs_Residual_Sum_MWH,Bias_Delta_vs_Raw_MWH
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,11,Days8-16,HE16-18,<75,Overcast,-10..10,33,166.6543282126724,168.5627994292477,-1.9084712165752933,5.050131157959769,5.165796080176454,93.93939393939394,8.885731928597806,13.801252001589319,1.4663429909181218,146.173408969697,141.12327781173718,14.435587272490098,476.37437999217326,0.7334166190730366,-0.8969655724583888,5.958596240519912,166.6543282126724,-9.385456114530328
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,8,Days8-16,HE16-18,92.5-95,Clear/Low,<-10,8,161.75521453591338,161.75521453591338,0.0,20.219401816989173,20.219401816989173,100.0,33.718600845054645,33.96759241619739,-4.77986948649874,247.1268915,226.90748968301082,34.83163939210924,278.6531151368739,-18.54097245930411,-11.331587536377292,22.340750138348096,161.75521453591338,-14.612237575120066
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,11,Days4-7,HE16-18,<75,Overcast,-10..10,17,113.59792546865854,113.59792546865854,0.0,6.682230909921091,6.682230909921091,100.0,11.830423548916793,12.818574363204846,-1.4372575063289332,142.9544618235294,136.27223091360833,12.46145670151895,211.84476392582215,-5.398494676608929,-3.5091906231213597,7.5279072303518015,113.59792546865854,-5.779225791597859
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,7,Days8-16,HE16-18,95-98,Clear/Low,25..50,6,105.15086615196006,105.15086615196006,0.0,17.52514435866001,17.52514435866001,100.0,20.408341339347288,20.838292937703528,-15.569585885228804,262.593869,245.06872464134003,46.674593593052414,280.0475615583145,34.52958089584349,7.191909003268928,17.650474141048594,105.15086615196006,-29.149449234392403
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,8,Days8-16,HE14-15,92.5-95,Clear/Low,<-10,5,84.72634756126544,84.72634756126544,0.0,16.945269512253088,16.945269512253088,100.0,27.393002929810525,28.754022168647708,-7.530833599492809,214.41176620000002,197.46649668774688,34.62570051713897,173.12850258569483,-20.59790796758636,-11.203535411335668,19.06482672063462,84.72634756126544,-17.68043100488588
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,7,Days4-7,HE16-18,85-90,Clear/Low,<-10,6,80.48243065756441,80.48243065756441,0.0,13.413738442927402,13.413738442927402,100.0,16.103719176984796,18.532223948967072,-10.292621342486058,196.64986783333333,183.23612939040595,27.859202167146037,167.15521300287622,-30.76815023675344,-29.051677381048815,13.650194646130597,80.48243065756441,-14.445463724218635
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,8,Days8-16,HE16-18,98-100,Clear/Low,<-10,6,76.86888134229531,76.86888134229531,0.0,12.811480223715884,12.811480223715884,100.0,18.510787463183647,20.262131757682596,-5.9175753852276785,274.4925498333333,261.68106960961745,24.733587885664203,148.4015273139852,-24.484637685520024,-19.633681016356547,13.620583828105234,76.86888134229531,-11.922107661948319
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,8,Days8-16,HE16-18,100-105,Clear/Low,25..50,13,74.14935362877617,74.14935362877617,0.0,5.703796432982783,5.703796432982783,100.0,9.343286193232712,10.977967240490159,-1.5335902763301874,326.8873192307692,321.1835227977864,23.09242885894158,300.20157516624056,31.35210519859184,21.477207499530866,6.399071969406001,74.14935362877617,-17.388632425958797
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,11,Days8-16,HE16-18,<75,Clear/Low,-10..10,12,64.04576732457056,64.04576732457056,0.0,5.3371472770475465,5.3371472770475465,100.0,12.611228371623135,14.908406366604737,-1.0617975410074507,146.61058308333335,141.2734358062858,17.523063624230506,210.27676349076606,-2.0889647048023683,-1.367649824740834,6.932221244676269,64.04576732457056,-12.18591634718296
Final_Backtest_Forecast_MWH,Residual_Sum_MWH_desc,7,Days4-7,HE16-18,90-92.5,Overcast,<-10,9,63.301008720645825,64.70316867835024,-1.4021599577044128,7.033445413405092,7.345036515117183,77.77777777777779,14.24459062664969,18.432499397495917,1.0095330343247326,223.15360622222224,216.1201608088171,24.345502919493214,219.10952627543892,-30.19158762847898,-4.093332770691496,9.397162321114317,63.301008720645825,-17.312057506088124
