ErrorType,Rank,IntervalStartDT,HE,Actual_MW,Forecast_MW,BaseForecast_MW,ActualReadCount,Error_MW,AbsError_MW,Underforecast_MW,Overforecast_MW,WeatherGHI_Wm2,GHI_kWh_per_m2,ClearSkyGHI_Wm2,ClearSkyIndex,CloudCoverPct,CloudCoverLowPct,CloudCoverMidPct,CloudCoverHighPct,PerformanceRatio,ResidualCalibrationFactor,SeasonalCalibrationFactor,RegimeCalibrationFactor,PeakCalibrationFactor,TotalCalibrationFactor,ActualQualityFlag,SolarBacktestExcluded,ActualToExpectedRatio,ActualQualityExpected_kWh,ActualQualitySuspiciousHour,ActualReadCoverageRatio,ForecastSource
Underforecast,41,2025-11-10 08:00:00,9,5.199842,0.17633304299402774,0.12434343093107336,,-5.023508957005973,5.023508957005973,5.023508957005973,-5.023508957005973,2.0,0.002,207.62327775405538,0.009632831258781798,98.18723660787342,0.0,0.0,98.18723660787342,1.0140692968324747,1.4210823186872839,1.0014685557041578,1.0,1.0,1.42316925723247,,,,,,,backtest_calibrated
Underforecast,42,2025-11-18 08:00:00,9,5.0151609399999995,0.0,0.0,,-5.0151609399999995,5.0151609399999995,5.0151609399999995,-5.0151609399999995,0.0,0.0,174.92499696296213,0.0,37.57930513685697,36.61478207934887,2.4020788176867534,0.0,0.9743673097698321,1.0,1.0,1.0,1.0,1.0,,,,,,,backtest_calibrated
Underforecast,43,2025-12-02 09:00:00,10,8.0226088,3.0116780093550406,2.412706742854218,,-5.010930790644959,5.010930790644959,5.010930790644959,-5.010930790644959,22.928076703294845,0.022928076703294845,277.9215227926729,0.08249838469832722,95.65971087286736,95.5984456008397,0.0,6.854680378965447,0.9751530624558576,1.2960056189947375,0.9780982365372631,1.0,1.0,1.267620810481137,,,,,,,backtest_calibrated
Underforecast,44,2026-05-28 15:00:00,16,19.693489000000003,14.748421609750428,16.84170816080422,,-4.945067390249575,4.945067390249575,4.945067390249575,-4.945067390249575,673.9942734903731,0.673994273490373,868.694916663026,0.7758699407145502,98.96997230396421,98.76029505911352,33.38983714400387,21.20675621899084,0.4272696174761548,0.8729995434858304,0.9970898017447253,0.9943115472291554,1.0,0.865507377158489,,,,,,,backtest_calibrated
Underforecast,45,2025-10-24 11:00:00,12,17.13409167,12.216028712380572,14.077530700084056,,-4.918062957619428,4.918062957619428,4.918062957619428,-4.918062957619428,370.8898182970477,0.3708898182970477,559.6448586355924,0.6627235336375157,99.99999999999999,10.163202985155978,0.0,99.99999999999999,0.5329864634722844,0.8529780745255267,1.0202587765486206,0.9981501305243012,1.0,0.8688225002434536,,,,,,,backtest_calibrated
Underforecast,46,2026-03-30 12:00:00,13,14.701251000000001,9.813529027338587,14.771020176892158,,-4.887721972661414,4.887721972661414,4.887721972661414,-4.887721972661414,470.2416896909705,0.47024168969097047,802.1387131068317,0.5862348768452247,100.0,0.0,16.326324557769972,100.0,0.5191940565197428,0.6736828073816781,0.9919267716719791,0.9943115472291554,1.0,0.6644427377538998,,,,,,,backtest_calibrated
Underforecast,47,2026-02-09 14:00:00,15,17.371875,12.53500315063079,16.118650446808974,,-4.83687184936921,4.83687184936921,4.83687184936921,-4.83687184936921,543.162242405481,0.543162242405481,498.90707181543723,1.0887042358990962,99.72907886929113,0.0,18.871045325052744,99.72907886929113,0.3918125864663518,0.7719882655486116,1.0050180479883204,1.0,1.0,0.7758621397115547,,,,,,,backtest_calibrated
Underforecast,48,2026-01-31 11:00:00,12,16.72228802,11.889520871186706,13.485590727591209,,-4.832767148813295,4.832767148813295,4.832767148813295,-4.832767148813295,218.5582648681508,0.21855826486815078,508.31722869955604,0.42996430679183406,99.99999999999999,43.97351822864982,0.0,99.99999999999999,0.8021098079083824,0.917926848488789,0.9961376920414934,0.9638178261149656,1.0,0.8812972207170024,,,,,,,backtest_calibrated
Underforecast,49,2025-09-19 14:00:00,15,15.24185667,10.44898903876332,12.390793808293273,,-4.79286763123668,4.79286763123668,4.79286763123668,-4.79286763123668,458.41308028279707,0.45841308028279704,776.7465920235306,0.5901707004450043,45.161850467650545,0.0,45.161850467650545,0.0,0.4533814179200867,0.8502940427537521,0.9912208554464851,1.0,1.0,0.8428291884394243,,,,,,,backtest_calibrated
Underforecast,50,2026-02-15 08:00:00,9,4.774091,0.0,0.0,,-4.774091,4.774091,4.774091,-4.774091,0.0,0.0,168.11688186686428,0.0,24.513614378722945,0.7418095071427914,24.007249059797118,0.0,1.0295479850248963,1.0,1.0,1.0,1.0,1.0,,,,,,,backtest_calibrated
