Stage,ForecastColumn,N,Coverage_PCT,Avg_Band_MWH,Avg_AbsError_MWH,P90_AbsError_MWH,Avg_Band_Miss_MWH,Max_Band_Miss_MWH
cloud_solar_adjusted,Cloud_Solar_Adjusted_Forecast_MWH,1081.0,72.15541165587419,3.932784183922034,3.062093656523066,7.325155007958159,0.736913608375031,10.995631727317939
final_corrected_production,Final_Backtest_Forecast_MWH,1081.0,81.77613320999075,3.9536512315963557,2.564668752039183,6.252933860334025,0.45680364107275806,9.817748051785186
peak_risk_adjusted,Peak_Risk_Adjusted_Forecast_MWH,1081.0,72.15541165587419,3.9336427759612866,3.039862349202973,7.325155007958159,0.7239509164645581,10.995631727317939
prophet_benchmark,Prophet_Pred_MWH,1081.0,44.21831637372803,3.8849604772043236,5.779358965641407,12.783641094850893,2.770747363367057,23.65473975368341
raw_xgb_lgb_production,Raw_Forecast_MWH,1081.0,41.443108233117485,3.844852995750747,5.464647212165385,11.36784874113981,2.370734535411105,18.060381982139873
recent_corrected_simulation,Recent_Corrected_Forecast_MWH,1081.0,81.77613320999075,3.9536512315963557,2.564668752039183,6.252933860334025,0.45680364107275806,9.817748051785186
