Stage,ForecastColumn,Replay_Horizon_Bucket,DailyMaxTempBucket,Hour,N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,RMSE_MWH
xgb_component,XGB_Pred_MWH,Days8to16,5.0,16,2,275.59020799999996,257.9791488647461,17.611059135253896,17.611059135253896,6.388873213866571,100.0,18.067786358300765,18.181968164062482,0.0,17.620310467882934
xgb_component,XGB_Pred_MWH,Days8to16,6.0,16,2,314.23009549999995,296.69581604003906,17.534279459960914,17.534279459960914,5.594463099056619,100.0,22.851263235742163,24.180509179687476,0.0,18.751621947644523
xgb_component,XGB_Pred_MWH,Days8to16,5.0,17,2,285.19156599999997,268.0557556152344,17.13581038476562,17.13581038476562,6.010642204728574,100.0,18.615449173828125,18.98535887109375,0.0,17.2353365834822
xgb_component,XGB_Pred_MWH,Days8to16,6.0,17,2,320.06404150000003,305.5651550292969,14.498886470703127,14.498886470703127,4.536668620890796,100.0,16.499496317578128,16.999648779296876,0.0,14.712971182409802
xgb_component,XGB_Pred_MWH,Days8to16,7.0,18,2,327.4006875,315.3357696533203,12.064917846679691,12.064917846679691,3.6760246520322744,100.0,15.630194194335946,16.52151328125001,0.0,12.861706166545833
xgb_component,XGB_Pred_MWH,Days8to16,5.0,18,2,281.04702499999996,269.17449951171875,11.87252548828124,11.87252548828124,4.21116384170806,100.0,16.355982128906255,17.476846289062507,0.0,13.128795569585098
xgb_component,XGB_Pred_MWH,Days8to16,4.0,16,5,232.0602882,223.78799743652343,8.272290763476565,11.682007169726557,5.023289586899894,60.0,19.45232369980469,21.535214282226576,6.420261474609362,13.568764659392611
xgb_component,XGB_Pred_MWH,Days8to16,7.0,19,2,316.310283,304.7671203613281,11.543162638671873,11.543162638671873,3.6500914048802784,100.0,12.38883525585938,12.600253410156256,0.0,11.591464299301778
xgb_component,XGB_Pred_MWH,Days8to16,6.0,19,2,299.40495799999997,288.65350341796875,10.751454582031243,10.751454582031243,3.5863214200402362,100.0,11.49310614453123,11.678519035156228,0.0,10.791349504567469
xgb_component,XGB_Pred_MWH,Days8to16,6.0,18,2,313.34288300000003,303.1123352050781,10.230547794921875,10.230547794921875,3.2694244834993436,100.0,11.46317994960936,11.771337988281232,0.0,10.345923960871412
xgb_component,XGB_Pred_MWH,Days8to16,4.0,17,5,244.5820464,235.8678466796875,8.714199720312502,10.156772962499996,4.112734419058912,80.0,18.93225978417969,21.052569051757814,3.6064331054687386,12.712276434281282
xgb_component,XGB_Pred_MWH,Days8to16,4.0,18,5,246.6498516,238.47392883300782,8.175922766992192,10.069226770898439,4.055654234537995,80.0,16.73114055664063,19.866262500000005,4.7332600097656155,11.851314120923039
xgb_component,XGB_Pred_MWH,Days8to16,5.0,19,2,266.229833,256.29345703125,9.936375968749985,9.936375968749985,3.712420972638154,100.0,14.872548937499982,16.106592179687482,0.0,11.696287252032933
xgb_component,XGB_Pred_MWH,Days8to16,5.0,20,2,247.5269705,238.21847534179688,9.308495158203115,9.308495158203115,3.7659499808394243,100.0,13.318566519140617,14.321084359374993,0.0,10.572328627601195
xgb_component,XGB_Pred_MWH,Days8to16,4.0,19,5,238.31472320000003,231.23229064941407,7.08243255058594,9.29001477714844,3.877606699918794,80.0,14.886907768750001,16.451342374999996,5.518955566406248,10.317637227704765
xgb_component,XGB_Pred_MWH,Days8to16,7.0,17,2,326.6075035,317.5226745605469,9.084828939453132,9.084828939453132,2.768169436270466,100.0,14.263068666015647,15.557628597656276,0.0,11.15487571756673
xgb_component,XGB_Pred_MWH,Days8to16,7.0,16,2,317.31320800000003,308.5016784667969,8.811529533203128,9.005452685546885,2.8213479097439267,50.0,16.054676312109386,17.816982218750013,0.193923152343757,12.5992551679111
xgb_component,XGB_Pred_MWH,Days2to7,5.0,20,4,253.99283724999998,246.44497680664062,7.547860443359369,8.355088022949218,3.194598612137632,75.0,14.687507067871083,17.225401269531233,1.6144551591796983,10.123865093741264
xgb_component,XGB_Pred_MWH,Days8to16,6.0,20,2,277.9522455,269.89857482910156,8.053670670898441,8.053670670898441,2.898048892103933,100.0,8.157538001367197,8.183504833984387,0.0,8.054717138745096
xgb_component,XGB_Pred_MWH,Days2to7,5.0,19,4,269.66171025,263.13261795043945,6.5290922995605385,7.9248061706543,2.8547805311718752,75.0,13.762626376367184,16.331270744140625,2.7914277421875227,9.46008548798366
xgb_component,XGB_Pred_MWH,Days2to7,5.0,18,4,278.1835955,274.7337417602539,3.4498537397460893,7.833715930175771,2.783783198878153,75.0,11.618049789843736,12.839617822265609,8.767724380859363,8.500694053601995
xgb_component,XGB_Pred_MWH,Days2to7,5.0,17,4,276.60498075,275.7235221862793,0.8814585637207131,7.443460964111324,2.691391041316381,75.0,12.201758504687485,10.049850480468763,13.124004800781222,8.58832640866041
xgb_component,XGB_Pred_MWH,Days8to16,4.0,20,5,224.28126820000003,218.08612976074218,6.195138439257818,7.330497130664066,3.226253266939074,80.0,12.773615918164069,13.944483561523441,2.838396728515619,8.537635281804322
xgb_component,XGB_Pred_MWH,Days2to7,5.0,16,4,267.43934975,268.0526885986328,-0.6133388486328073,6.864285471679693,2.5789078167949318,75.0,13.406233218554693,9.791863900390638,14.955248640625001,9.005705352901336
xgb_component,XGB_Pred_MWH,Days8to16,7.0,20,2,295.3019955,288.8139953613281,6.488000138671879,6.488000138671879,2.1960722885355746,100.0,7.027229871484366,7.1620373046874874,0.0,6.522918970873137
xgb_component,XGB_Pred_MWH,Days2to7,6.0,17,4,300.777508,303.75047302246094,-2.972965022460926,6.012794213867181,1.9958418797973498,25.0,9.195306377734363,6.079658382812511,10.530584089843728,6.827380247741989
