WeatherInputBasis,Slice,SliceGroup,SliceValue,N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,RMSE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,Actual_Peak_MWH,Forecast_At_Actual_Peak_MWH,Underforecast_At_Actual_Peak_MWH,ForecastColumn,Model,MAE_Improvement_vs_Raw_MWH,Skill_vs_Raw_PCT,Bias_Abs_Improvement_vs_Raw_MWH,MAE_Delta_vs_Final_MWH
realized_historical_weather,Overall,all,all,1923,142.53887435517422,142.0431247743552,0.4957495808190121,4.402425471023755,6.191359106117897,3.0806578864193237,58.03432137285491,10.103862457284656,22.123977831040122,26.940864920359687,330.534108,315.4123167344102,15.12179126558982,Final_Backtest_Forecast_MWH,final_corrected_production,1.0488224636792118,19.24004331196066,3.238353647769563,0.0
realized_historical_weather,Overall,all,all,1923,142.53887435517422,142.0431247743552,0.4957495808190121,4.402425471023755,6.191359106117897,3.0806578864193237,58.03432137285491,10.103862457284656,22.123977831040122,26.940864920359687,330.534108,315.4123167344102,15.12179126558982,Stage_Selected_Forecast_MWH,stage_selected_production,1.0488224636792118,19.24004331196066,3.238353647769563,0.0
realized_historical_weather,Overall,all,all,1923,142.53887435517422,142.06287981572004,0.47599453945416137,4.521564687829769,6.3669866234581844,3.170463276396908,56.2142485699428,10.103862457284656,21.616529737328932,31.219583651757944,330.534108,315.4123167344102,15.12179126558982,Residual_Calibrated_Forecast_MWH,residual_calibrated,0.9296832468731981,17.054503079098264,3.2581086891344135,0.11913921680601369
realized_historical_weather,Overall,all,all,1923,142.53887435517422,142.3875009447137,0.15137341046048056,4.5256460434600765,6.437340022497257,3.186229389310471,54.55018200728029,10.236646606024305,22.123977831040122,32.666873206483814,330.534108,315.4123167344102,15.12179126558982,Peak_Risk_Adjusted_Forecast_MWH,peak_risk_adjusted,0.9256018912428905,16.97963296349913,3.582729818128094,0.12322057243632134
realized_historical_weather,Overall,all,all,1923,142.53887435517422,142.28868385205092,0.2501905031232972,4.549791152433047,6.447131806412753,3.192506941070683,54.706188247529894,10.423118323062138,21.616529737328932,31.219583651757944,330.534108,315.4123167344102,15.12179126558982,Warm_Ramp_Adjusted_Forecast_MWH,warm_ramp_adjusted,0.9014567822699195,16.53670486222416,3.4839127254652777,0.1473656814092923
realized_historical_weather,Overall,all,all,1923,142.53887435517422,142.34993786985882,0.18893648531537216,4.559509012307219,6.470934987100029,3.2021694863514,54.654186167446696,10.516920010876575,22.123977831040122,32.666873206483814,330.534108,315.4123167344102,15.12179126558982,Cloud_Solar_Adjusted_Forecast_MWH,cloud_solar_adjusted,0.8917389223957484,16.358436326458122,3.5451667432732026,0.15708354128346347
realized_historical_weather,Overall,all,all,1923,142.53887435517422,142.81719413788068,-0.27831978270649227,4.625824129999764,6.5541031576881075,3.2709421336392674,49.401976079043166,10.755764740472443,22.030912476584092,32.73886304367335,330.534108,315.4123167344102,15.12179126558982,Recent_Corrected_Forecast_MWH,recent_corrected_simulation,0.8254238047032034,15.141923731784546,3.4557834458820826,0.2233986589760084
realized_historical_weather,Overall,all,all,1923,142.53887435517422,140.72610154784218,1.8127728073320464,4.734740317590167,6.505955494179043,3.2745775427237542,66.61466458658346,10.247463874382577,25.470660450408957,27.544187236499454,330.534108,315.3377104156307,15.196397584369322,Targeted_Meta_Adjusted_Forecast_MWH,targeted_residual_meta_adjusted,0.7165076171128,13.14391907496025,1.9213304212565285,0.33231484656641186
realized_historical_weather,Overall,all,all,1923,142.53887435517422,139.22352518554285,3.3153491696313457,5.116497498793755,6.913072019484114,3.5269552535856548,76.5470618824753,11.055421682589147,33.90875498420485,25.142912808857318,330.534108,321.6839190550165,8.850188944983529,CatBoost_Pred_MWH,catboost_benchmark,0.3347504359092124,6.140803719056169,0.41875405895722917,0.7140720277699995
realized_historical_weather,Overall,all,all,1923,142.53887435517422,138.80477112658562,3.734103228588575,5.451247934702967,7.17010440718171,3.7890767906284304,78.73114924596983,11.574774709273456,33.47066045040897,25.311550860071634,330.534108,315.3377104156307,15.196397584369322,Raw_Forecast_MWH,raw_xgb_lgb_production,0.0,0.0,0.0,1.0488224636792118
