combo,overall_mae,overall_bias,hot_mae,hot_bias,peak_mae,last45_mae,days47_mae,cloud_mae,shoulder_mae,all_pass,pass_like
june_low_extra_trim_all-10|july_95_98_low_state_cancel_recovery-10|aug_95_98_high_state_rebound10|july_95_98_low_state_cancel_recovery-8|june_d4_7_98_100_hot_trim-14|sep_d4_7_cloudy_92_95_down-12,3.6886376286489746,0.5558203398615154,5.354127480537359,1.5604458288810075,5.061190624441909,2.8332822539136666,3.465967518701106,5.076010503284025,4.37010182312897,True,True
june_low_extra_trim_all-12|july_95_98_low_state_cancel_recovery-10|aug_95_98_high_state_rebound10|july_95_98_low_state_cancel_recovery-8|june_d4_7_98_100_hot_trim-12|july_90_95_low_state_backoff-15,3.6889787893292807,0.5773047148615154,5.360220768967011,1.9441667591135656,5.060075827542397,2.8332822539136666,3.4943977469529246,5.082576491465247,4.37010182312897,True,True
june_low_extra_trim_all-12|july_95_98_low_state_cancel_recovery-10|aug_95_98_high_state_rebound10|june_d4_7_98_100_hot_trim-14|sep_d4_7_cloudy_92_95_down-14|july_90_95_low_state_backoff-15,3.689070496864009,0.5773047148615154,5.36185870819192,1.9441667591135656,5.057433216322683,2.8332822539136666,3.4643411744638666,5.0733841080115365,4.37010182312897,True,True
june_low_extra_trim_all-12|july_95_98_low_state_cancel_recovery-10|aug_95_98_high_state_rebound10|july_95_98_low_state_cancel_recovery-8|june_d4_7_98_100_hot_trim-12|sep_d4_7_cloudy_90_95_down-10,3.689158461982308,0.558424506528182,5.363429806118754,1.6069574567879843,5.061190624441909,2.8332822539136666,3.4743008520344394,5.076010503284025,4.37010182312897,True,True
june_low_extra_trim_all-12|july_95_98_low_state_cancel_recovery-10|aug_95_98_high_state_rebound10|july_95_98_low_state_cancel_recovery-8|june_d4_7_98_100_hot_trim-12|july_90_95_low_state_backoff-12,3.689186348862798,0.5722265898615153,5.363927878774943,1.853469084694961,5.061072113303279,2.8332822539136666,3.4943977469529246,5.082576491465247,4.37010182312897,True,True
june_low_extra_trim_all-10|july_95_98_low_state_cancel_recovery-10|aug_95_98_high_state_rebound10|july_95_98_low_state_cancel_recovery-8|june_d4_7_98_100_hot_trim-14|july_90_95_low_state_backoff-15,3.689239205995947,0.5733984648615154,5.364871931757708,1.8743993172531006,5.063825827542397,2.8332822539136666,3.489189413619591,5.083889689101491,4.37010182312897,True,True
june_low_extra_trim_all-12|july_95_98_low_state_cancel_recovery-10|july_95_98_low_state_cancel_recovery-8|aug_95_98_high_state_rebound8|june_d4_7_98_100_hot_trim-14|sep_d4_7_cloudy_92_95_down-14,3.6892727092563318,0.5649349231948487,5.365470315571081,1.7232365265554261,5.057440624441909,2.8332822539136666,3.4643411744638666,5.0733841080115365,4.37010182312897,True,True
june_low_extra_trim_all-12|july_95_98_low_state_cancel_recovery-10|aug_95_98_high_state_rebound10|june_d4_7_98_100_hot_trim-14|sep_d4_7_cloudy_92_95_down-14|july_90_95_low_state_backoff-12,3.6892780563975256,0.5722265898615153,5.365565817999852,1.853469084694961,5.058429502083564,2.8332822539136666,3.4643411744638666,5.0733841080115365,4.37010182312897,True,True
june_low_extra_trim_all-10|july_95_98_low_state_cancel_recovery-10|aug_95_98_high_state_rebound10|july_95_98_low_state_cancel_recovery-8|june_d4_7_98_100_hot_trim-14|sep_d4_7_cloudy_90_95_down-10,3.6894188786489743,0.554518256528182,5.368080968909452,1.5371900149275193,5.064940624441908,2.8332822539136666,3.469092518701106,5.077323700920269,4.37010182312897,True,True
june_low_extra_trim_all-10|july_95_98_low_state_cancel_recovery-10|aug_95_98_high_state_rebound10|july_95_98_low_state_cancel_recovery-8|june_d4_7_98_100_hot_trim-14|july_90_95_low_state_backoff-12,3.689446765529465,0.5683203398615153,5.368579041565641,1.7837016428344958,5.064822113303279,2.8332822539136666,3.489189413619591,5.083889689101491,4.37010182312897,True,True
