Month,Hour,N,Bias_Delta_F,Bias_Std_F,Month_Count,Month_Delta_F,Global_Delta_F,Bias_Source,Applied_Delta_F
6,3,180,1.8239331777777774,2.355471910409922,4320,1.266508094675926,1.7938864215061423,month_hour,1.8239331777777774
6,4,180,1.9795320722222225,2.35572148802769,4320,1.266508094675926,1.7938864215061423,month_hour,1.9795320722222225
6,5,180,1.2947090500000002,2.2410685412772375,4320,1.266508094675926,1.7938864215061423,month_hour,1.2947090500000002
6,6,180,2.1226077888888892,2.039640837896734,4320,1.266508094675926,1.7938864215061423,month_hour,2.1226077888888892
6,7,180,2.9134451055555557,2.1091091717865065,4320,1.266508094675926,1.7938864215061423,month_hour,2.9134451055555557
6,8,180,3.4602830500000006,2.5265005641115086,4320,1.266508094675926,1.7938864215061423,month_hour,3.4602830500000006
6,9,180,3.290323205555555,2.6754332622716936,4320,1.266508094675926,1.7938864215061423,month_hour,3.290323205555555
6,10,180,2.5335474611111106,2.756694666252084,4320,1.266508094675926,1.7938864215061423,month_hour,2.5335474611111106
6,11,180,1.7378821222222225,2.4400001573202967,4320,1.266508094675926,1.7938864215061423,month_hour,1.7378821222222225
6,12,180,0.5556245777777776,2.4349334112677266,4320,1.266508094675926,1.7938864215061423,month_hour,0.5556245777777776
6,13,180,-0.2874197277777774,2.2186055578871433,4320,1.266508094675926,1.7938864215061423,month_hour,-0.2874197277777774
6,14,180,-0.8984245888888883,2.151701361713646,4320,1.266508094675926,1.7938864215061423,month_hour,-0.8984245888888883
6,15,180,-1.2350551222222221,2.178051705390207,4320,1.266508094675926,1.7938864215061423,month_hour,-1.2350551222222221
6,16,180,-1.224559994444444,2.257864384888353,4320,1.266508094675926,1.7938864215061423,month_hour,-1.224559994444444
6,17,180,-0.3234581111111108,1.818726151034188,4320,1.266508094675926,1.7938864215061423,month_hour,-0.3234581111111108
6,18,180,0.16650932222222245,1.5488139218843235,4320,1.266508094675926,1.7938864215061423,month_hour,0.16650932222222245
6,19,180,0.3619750388888885,2.049417786157096,4320,1.266508094675926,1.7938864215061423,month_hour,0.3619750388888885
6,20,180,1.041479933333334,2.9281947154100467,4320,1.266508094675926,1.7938864215061423,month_hour,1.041479933333334
6,21,180,2.2721141999999994,3.260919544126484,4320,1.266508094675926,1.7938864215061423,month_hour,2.2721141999999994
6,22,180,1.908680805555556,2.775986253015081,4320,1.266508094675926,1.7938864215061423,month_hour,1.908680805555556
6,23,180,1.7678669555555548,2.7440015255637182,4320,1.266508094675926,1.7938864215061423,month_hour,1.7678669555555548
7,0,185,2.7803696108108116,2.5283187495315893,4441,1.7946161767619904,1.7938864215061423,month_hour,2.7803696108108116
7,1,185,2.754083832432432,2.375028825745061,4441,1.7946161767619904,1.7938864215061423,month_hour,2.754083832432432
7,2,185,2.686368091891892,2.1113351372640823,4441,1.7946161767619904,1.7938864215061423,month_hour,2.686368091891892
7,3,185,2.9397879837837837,2.051627631611248,4441,1.7946161767619904,1.7938864215061423,month_hour,2.9397879837837837
7,4,185,2.9103934810810808,2.025886175751598,4441,1.7946161767619904,1.7938864215061423,month_hour,2.9103934810810808
7,5,185,2.2216968756756756,1.9204468852963061,4441,1.7946161767619904,1.7938864215061423,month_hour,2.2216968756756756
7,6,185,2.8568229783783785,1.815228726720096,4441,1.7946161767619904,1.7938864215061423,month_hour,2.8568229783783785
7,7,185,3.787142,1.8532021529324643,4441,1.7946161767619904,1.7938864215061423,month_hour,3.787142
7,8,185,4.576568972972973,2.121286395795717,4441,1.7946161767619904,1.7938864215061423,month_hour,4.576568972972973
7,9,185,4.375959670270269,2.31004357529036,4441,1.7946161767619904,1.7938864215061423,month_hour,4.375959670270269
7,10,185,3.382312454054054,2.6661932222150915,4441,1.7946161767619904,1.7938864215061423,month_hour,3.382312454054054
7,11,186,2.1215414892473126,2.582743321426522,4441,1.7946161767619904,1.7938864215061423,month_hour,2.1215414892473126
7,12,185,0.8184438432432428,2.449646972123821,4441,1.7946161767619904,1.7938864215061423,month_hour,0.8184438432432428
7,13,185,-0.1265869621621617,2.047597315060243,4441,1.7946161767619904,1.7938864215061423,month_hour,-0.1265869621621617
7,14,185,-0.9798158486486488,2.077879720294963,4441,1.7946161767619904,1.7938864215061423,month_hour,-0.9798158486486488
7,15,185,-1.2874626432432434,1.7159240960134534,4441,1.7946161767619904,1.7938864215061423,month_hour,-1.2874626432432434
7,16,185,-1.2295178378378384,1.513213332155251,4441,1.7946161767619904,1.7938864215061423,month_hour,-1.2295178378378384
7,17,185,-0.5475707945945949,1.429820713478127,4441,1.7946161767619904,1.7938864215061423,month_hour,-0.5475707945945949
7,18,185,0.03558192972972972,1.1964592752491803,4441,1.7946161767619904,1.7938864215061423,month_hour,0.03558192972972972
7,19,185,0.23253837837837812,1.5371804645132046,4441,1.7946161767619904,1.7938864215061423,month_hour,0.23253837837837812
7,20,185,1.3101800108108106,2.672987399240026,4441,1.7946161767619904,1.7938864215061423,month_hour,1.3101800108108106
7,21,185,2.2193507945945945,2.5572862134030467,4441,1.7946161767619904,1.7938864215061423,month_hour,2.2193507945945945
7,22,185,2.554559454054054,2.8451699798736536,4441,1.7946161767619904,1.7938864215061423,month_hour,2.554559454054054
7,23,185,2.676273313513514,2.668116773868505,4441,1.7946161767619904,1.7938864215061423,month_hour,2.676273313513514
8,0,186,1.5297305913978498,2.7621170555133534,4464,0.7662072853942654,1.7938864215061423,month_hour,1.5297305913978498
8,1,186,1.618795596774194,2.5706732806309156,4464,0.7662072853942654,1.7938864215061423,month_hour,1.618795596774194
8,2,186,1.809461919354839,2.326395971765437,4464,0.7662072853942654,1.7938864215061423,month_hour,1.809461919354839
8,3,186,1.8533463494623656,2.2220822164247664,4464,0.7662072853942654,1.7938864215061423,month_hour,1.8533463494623656
8,4,186,1.9482261451612908,2.2828326933567564,4464,0.7662072853942654,1.7938864215061423,month_hour,1.9482261451612908
8,5,186,1.4992224569892478,1.9371071662077597,4464,0.7662072853942654,1.7938864215061423,month_hour,1.4992224569892478
8,6,186,2.1331120591397847,1.8420735849175272,4464,0.7662072853942654,1.7938864215061423,month_hour,2.1331120591397847
8,7,186,3.1760663333333334,1.7697626529739257,4464,0.7662072853942654,1.7938864215061423,month_hour,3.1760663333333334
8,8,186,3.6804573387096773,2.437736980806143,4464,0.7662072853942654,1.7938864215061423,month_hour,3.6804573387096773
8,9,186,3.4418834784946233,2.981501768009136,4464,0.7662072853942654,1.7938864215061423,month_hour,3.4418834784946233
8,10,186,2.3852578064516132,3.132968744767512,4464,0.7662072853942654,1.7938864215061423,month_hour,2.3852578064516132
8,11,186,1.2042866935483867,3.217547462870658,4464,0.7662072853942654,1.7938864215061423,month_hour,1.2042866935483867
8,12,186,-0.223788161290322,3.2634425676396632,4464,0.7662072853942654,1.7938864215061423,month_hour,-0.223788161290322
8,13,186,-1.2796253118279572,2.858325316182248,4464,0.7662072853942654,1.7938864215061423,month_hour,-1.2796253118279572
8,14,186,-2.2025083924731175,3.012579681319899,4464,0.7662072853942654,1.7938864215061423,month_hour,-2.2025083924731175
