Stage,ForecastColumn,Replay_Horizon_Bucket,CloudCoverBucket,SolarLossBucket,Hour,N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,RMSE_MWH
xgb_component,XGB_Pred_MWH,Days8to16,Overcast,None,13,2,228.9080205,225.8277359008789,3.080284599121086,3.080284599121086,1.342297124528124,100.0,3.32580475888671,3.387184798828116,0.0,3.0955356473739344
xgb_component,XGB_Pred_MWH,Days2to7,Overcast,Low,13,2,224.4347955,221.4407730102539,2.9940224897461007,2.9940224897461007,1.280524902766058,100.0,5.274933254980477,5.84516094628907,0.0,4.134387641172955
xgb_component,XGB_Pred_MWH,Days8to16,Overcast,Medium,13,1,209.910691,207.00506591796875,2.905625082031264,2.905625082031264,1.3842196737045964,100.0,2.905625082031264,2.905625082031264,0.0,2.905625082031264
xgb_component,XGB_Pred_MWH,Days2to7,Overcast,Low,14,1,203.303516,206.0684356689453,-2.7649196689453106,2.7649196689453106,1.3599959918771451,0.0,2.7649196689453106,-2.7649196689453106,2.7649196689453106,2.7649196689453106
xgb_component,XGB_Pred_MWH,Days2to7,Overcast,Extreme,11,2,165.3365955,162.57791900634766,2.758676493652345,2.758676493652345,1.8485400925892634,100.0,3.2206916268554693,3.3361954101562503,0.0,2.818479039402252
xgb_component,XGB_Pred_MWH,Days2to7,Some Clouds,Extreme,11,2,190.20905399999998,192.47408294677734,-2.265028946777349,2.641392195800776,1.1926352776705658,50.0,4.453415353222655,0.3763632490234272,4.906421142578125,3.4795558426006834
xgb_component,XGB_Pred_MWH,Days8to16,Mostly Cloudy,High,11,2,185.49807900000002,188.0060806274414,-2.508001627441402,2.508001627441402,1.351640076418513,0.0,2.6710470637695294,-2.304194832031243,2.7118084228515613,2.5162689389459305
xgb_component,XGB_Pred_MWH,Day1,Overcast,None,14,1,161.917833,164.2958984375,-2.3780654374999983,2.3780654374999983,1.4686865513448406,0.0,2.3780654374999983,-2.3780654374999983,2.3780654374999983,2.3780654374999983
xgb_component,XGB_Pred_MWH,Days8to16,Mostly Cloudy,Extreme,11,1,131.634341,133.96286010742188,-2.3285191074218687,2.3285191074218687,1.7689298170466539,0.0,2.3285191074218687,-2.3285191074218687,2.3285191074218687,2.3285191074218687
xgb_component,XGB_Pred_MWH,Day1,Mostly Cloudy,None,15,1,287.198,284.8992919921875,2.298708007812479,2.298708007812479,0.8003913703481499,100.0,2.298708007812479,2.298708007812479,0.0,2.298708007812479
xgb_component,XGB_Pred_MWH,Days2to7,Overcast,None,15,4,264.2401685,266.5387840270996,-2.2986155270996207,2.2986155270996207,0.905629809362662,0.0,4.592344685644548,-0.03302124023437614,4.82362910937502,3.153332017588648
xgb_component,XGB_Pred_MWH,Day1,Mostly Cloudy,Extreme,10,1,117.116,114.92643737792969,2.189562622070312,2.189562622070312,1.8695674562573108,100.0,2.189562622070312,2.189562622070312,0.0,2.189562622070312
xgb_component,XGB_Pred_MWH,Day1,Clear/Low,High,10,4,142.83833950000002,144.05356979370117,-1.2152302937011683,2.169571415283201,1.477137590306874,25.0,3.4763694726562506,1.9086822431640655,3.7776232910156295,2.532452110364944
xgb_component,XGB_Pred_MWH,Days2to7,Overcast,Medium,13,1,271.321608,269.24114990234375,2.080458097656276,2.080458097656276,0.766786734382127,100.0,2.080458097656276,2.080458097656276,0.0,2.080458097656276
xgb_component,XGB_Pred_MWH,Days8to16,Partly Cloudy,Extreme,10,3,162.26426333333333,163.90706888834634,-1.642805555013022,1.642805555013022,1.0246278351433808,0.0,1.8170774898437572,-1.373503091796863,1.8434912919921942,1.6546839689787267
xgb_component,XGB_Pred_MWH,Day1,Partly Cloudy,High,11,1,122.847,121.84635162353516,1.000648376464838,1.000648376464838,0.8145484842648482,100.0,1.000648376464838,1.000648376464838,0.0,1.000648376464838
xgb_component,XGB_Pred_MWH,Days8to16,Mostly Cloudy,Medium,12,1,134.937925,135.5637969970703,-0.6258719970703055,0.6258719970703055,0.4638221590189011,0.0,0.6258719970703055,-0.6258719970703055,0.6258719970703055,0.6258719970703055
lgb_component,LGB_Pred_MWH,Days8to16,Mostly Cloudy,High,13,1,166.451883,196.81258721030008,-30.36070421030007,30.36070421030007,18.239928358335288,0.0,30.36070421030007,-30.36070421030007,30.36070421030007,30.36070421030007
lgb_component,LGB_Pred_MWH,Days2to7,Clear/Low,High,14,1,244.417066,274.24543586262376,-29.82836986262376,29.82836986262376,12.20388181184687,0.0,29.82836986262376,-29.82836986262376,29.82836986262376,29.82836986262376
